month,customer_id,cohort_index,design_partner,active,managed_spend_cents,take_rate_bps,platform_fee_cents,revenue_cents,compute_cost_cents,telemetry_cost_cents,support_cost_cents,cogs_cents
2026-04,HX-C0368,2,0,1,36460550,285,85000,1124125,221371,55342,48833,325546
2026-05,HX-C0368,2,0,1,37440079,285,85000,1152042,225145,56286,49665,331096
2026-06,HX-C0368,2,0,1,38010200,285,85000,1168290,226573,56643,49980,333196
2026-07,HX-C0368,2,0,1,37738822,285,85000,1160556,223337,55834,49266,328437
2026-02,HX-C0369,10,0,1,77618469,285,85000,2297126,459241,114810,101304,675355
2026-03,HX-C0369,10,0,1,79521895,285,85000,2351374,466568,116642,102920,686130
2026-04,HX-C0369,10,0,1,81610569,285,85000,2410901,474773,118693,104730,698196
2026-05,HX-C0369,10,0,1,82763052,285,85000,2443746,477585,119396,105351,702332
2026-06,HX-C0369,10,0,1,84223287,285,85000,2485363,482001,120500,106324,708825
2026-07,HX-C0369,10,0,1,86587456,285,85000,2552742,491249,122812,108364,722425
2023-08,HX-C0370,0,0,1,49763108,285,85000,1503248,367994,91998,81177,541169
2023-09,HX-C0370,0,0,1,50822902,285,85000,1533452,373094,93273,82302,548669
2023-10,HX-C0370,0,0,1,53575001,285,85000,1611887,389767,97441,85979,573187
2023-11,HX-C0370,0,0,1,54589586,285,85000,1640803,394304,98576,86979,579859
2023-12,HX-C0370,0,0,1,56798010,285,85000,1703743,406880,101720,89754,598354
2024-01,HX-C0370,0,0,1,57681495,285,85000,1728922,410307,102576,90510,603393
2024-02,HX-C0370,0,0,1,58960656,285,85000,1765378,416318,104079,91836,612233
2024-03,HX-C0370,0,0,1,59399701,285,85000,1777891,416609,104152,91900,612661
2024-04,HX-C0370,0,0,1,60721955,285,85000,1815575,422723,105680,93249,621652
2024-05,HX-C0370,0,0,1,62925171,285,85000,1878367,434533,108633,95854,639020
2024-06,HX-C0370,0,0,1,65477779,285,85000,1951116,448444,112111,98922,659477
2024-07,HX-C0370,0,0,1,67347898,285,85000,2004415,457695,114423,100964,673082
2024-08,HX-C0370,0,0,1,68063759,285,85000,2024817,459325,114831,101322,675478
2024-09,HX-C0370,0,0,1,70104179,285,85000,2082969,469400,117350,103545,690295
2024-10,HX-C0370,0,0,1,71696906,285,85000,2128361,476446,119111,105099,700656
2024-11,HX-C0370,0,0,1,74236006,285,85000,2200726,489353,122338,107946,719637
2024-12,HX-C0370,0,0,1,77742222,285,85000,2300653,508131,127032,112089,747252
2025-01,HX-C0370,0,0,1,78406421,285,85000,2319582,508841,127210,112246,748297
2025-02,HX-C0370,0,0,1,79906929,285,85000,2362347,514688,128672,113535,756895
2025-03,HX-C0370,0,0,1,81120341,285,85000,2396929,518637,129659,114406,762702
2025-04,HX-C0370,0,0,1,83684484,285,85000,2470007,530754,132688,117080,780522
2025-05,HX-C0370,0,0,1,85584465,285,85000,2524157,538614,134653,118813,792080
2025-06,HX-C0370,0,0,1,86858647,285,85000,2560471,542532,135633,119677,797842
2025-07,HX-C0370,0,0,1,89264284,285,85000,2629032,553126,138281,122015,813422
2025-08,HX-C0370,0,0,1,94368804,285,85000,2774510,579583,144895,127851,852329
2025-09,HX-C0370,0,0,1,96404514,285,85000,2832528,587466,146866,129589,863921
2025-10,HX-C0370,0,0,1,99713333,285,85000,2926829,602645,150661,132937,886243
2025-11,HX-C0370,0,0,1,99900369,285,85000,2932160,599356,149839,132212,881407
2025-12,HX-C0370,0,0,1,102699860,285,85000,3011946,611159,152789,134816,898764
2026-01,HX-C0370,0,0,1,106587563,285,85000,3122745,628970,157242,138745,924957
2026-02,HX-C0370,0,0,1,109300520,285,85000,3200064,639756,159939,141123,940818
2026-03,HX-C0370,0,0,1,111454056,285,85000,3261440,647147,161786,142755,951688
2026-04,HX-C0370,0,0,1,115236021,285,85000,3369226,663494,165873,146360,975727
2026-05,HX-C0370,0,0,1,118111704,285,85000,3451183,674470,168617,148782,991869
2026-06,HX-C0370,0,0,1,121281473,285,85000,3541521,686827,171706,151508,1010041
2026-07,HX-C0370,0,0,1,122643601,285,85000,3580342,689000,172250,151986,1013236
2025-11,HX-C0371,9,0,1,10063611,285,85000,371812,76000,19000,16766,111766
2025-12,HX-C0371,9,0,1,10387503,285,85000,381043,77318,19329,17056,113703
2026-01,HX-C0371,9,0,1,10637363,285,85000,388164,78182,19545,17247,114974
2026-02,HX-C0371,9,0,1,10868451,285,85000,394750,78918,19729,17409,116056
2026-03,HX-C0371,9,0,1,11082598,285,85000,400854,79538,19884,17547,116969
2026-04,HX-C0371,9,0,1,11676856,285,85000,417790,82273,20568,18150,120991
2026-05,HX-C0371,9,0,1,11850462,285,85000,422738,82615,20653,18226,121494
2026-06,HX-C0371,9,0,1,12113112,285,85000,430223,83435,20858,18406,122699
2026-07,HX-C0371,9,0,1,12321960,285,85000,436175,83937,20984,18516,123437
2024-05,HX-C0372,3,0,1,19865368,285,85000,651162,150637,37659,33229,221525
2024-06,HX-C0372,3,0,1,20298435,285,85000,663505,152499,38124,33641,224264
2024-07,HX-C0372,3,0,1,20741764,285,85000,676140,154391,38597,34059,227047
2024-08,HX-C0372,3,0,1,21200174,285,85000,689204,156344,39086,34488,229918
2024-09,HX-C0372,3,0,1,21812876,285,85000,706666,159248,39812,35129,234189
2024-10,HX-C0372,3,0,1,22127786,285,85000,715641,160200,40050,35339,235589
2024-11,HX-C0372,3,0,1,22701194,285,85000,731984,162763,40690,35905,239358
2024-12,HX-C0372,3,0,1,22861915,285,85000,736564,162679,40669,35887,239235
2025-01,HX-C0372,3,0,1,23330009,285,85000,749905,164504,41126,36289,241919
2025-02,HX-C0372,3,0,1,23629593,285,85000,758443,165243,41310,36452,243005
2025-03,HX-C0372,3,0,1,23941408,285,85000,767330,166031,41507,36626,244164
2025-04,HX-C0372,3,0,1,24247969,285,85000,776067,166761,41690,36786,245237
2025-05,HX-C0372,3,0,1,24915511,285,85000,795092,169659,42414,37426,249499
2025-06,HX-C0372,3,0,1,25419967,285,85000,809469,171516,42879,37835,252230
2025-07,HX-C0372,3,0,1,25634263,285,85000,815576,171590,42897,37852,252339
2025-08,HX-C0372,3,0,1,26377676,285,85000,836763,174796,43699,38558,257053
2025-09,HX-C0372,3,0,1,26843553,285,85000,850041,176298,44074,38890,259262
2025-10,HX-C0372,3,0,1,26649727,285,85000,844517,173888,43472,38359,255719
2025-11,HX-C0372,3,0,1,27231340,285,85000,861093,176013,44003,38828,258844
2025-12,HX-C0372,3,0,1,27920254,285,85000,880727,178709,44677,39422,262808
2026-01,HX-C0372,3,0,1,28611595,285,85000,900430,181360,45340,40007,266707
2026-02,HX-C0372,3,0,1,29404068,285,85000,923015,184528,46132,40706,271366
2026-03,HX-C0372,3,0,1,29634234,285,85000,929575,184449,46112,40688,271249
2026-04,HX-C0372,3,0,1,30697510,285,85000,959879,189026,47256,41698,277980
2026-05,HX-C0372,3,0,1,31139090,285,85000,972464,190050,47512,41924,279486
2026-06,HX-C0372,3,0,1,31915316,285,85000,994586,192885,48221,42549,283655
2026-07,HX-C0372,3,0,1,32291061,285,85000,1005295,193458,48364,42676,284498
2026-05,HX-C0373,11,0,1,14720257,285,85000,504527,98600,24650,21751,145001
2026-06,HX-C0373,11,0,1,15320260,285,85000,521627,101162,25290,22316,148768
2026-07,HX-C0373,11,0,1,15764040,285,85000,534275,102815,25703,22681,151199
2025-02,HX-C0374,6,0,1,36778996,285,85000,1133201,246892,61723,54462,363077
2025-03,HX-C0374,6,0,1,37960951,285,85000,1166887,252486,63121,55696,371303
2025-04,HX-C0374,6,0,1,38837023,285,85000,1191855,256105,64026,56495,376626
2025-05,HX-C0374,6,0,1,39984316,285,85000,1224553,261299,65324,57641,384264
2025-06,HX-C0374,6,0,1,40282870,285,85000,1233061,261270,65317,57634,384221
2025-07,HX-C0374,6,0,1,42229061,285,85000,1288528,271095,67773,59802,398670
2025-08,HX-C0374,6,0,1,43390323,285,85000,1321624,276081,69020,60901,406002
2025-09,HX-C0374,6,0,1,44701455,285,85000,1358991,281854,70463,62175,414492
2025-10,HX-C0374,6,0,1,46223615,285,85000,1402373,288753,72188,63697,424638
2025-11,HX-C0374,6,0,1,48822474,285,85000,1476440,301795,75448,66574,443817
2025-12,HX-C0374,6,0,1,49463803,285,85000,1494718,303295,75823,66905,446023
2026-01,HX-C0374,6,0,1,49429520,285,85000,1493741,300863,75215,66368,442446
2026-02,HX-C0374,6,0,1,49761802,285,85000,1503211,300521,75130,66293,441944
2026-03,HX-C0374,6,0,1,50460977,285,85000,1523137,302226,75556,66669,444451
2026-04,HX-C0374,6,0,1,51592292,285,85000,1555380,306297,76574,67567,450438
2026-05,HX-C0374,6,0,1,53501798,285,85000,1609801,314606,78651,69399,462656
2026-06,HX-C0374,6,0,1,55340171,285,85000,1662194,322358,80589,71110,474057
2026-07,HX-C0374,6,0,1,55739074,285,85000,1673563,322060,80515,71043,473618
2023-08,HX-C0375,0,0,1,27755102,285,85000,876020,214449,53612,47306,315367
2023-09,HX-C0375,0,0,1,28066237,285,85000,884887,215296,53824,47492,316612
2023-10,HX-C0375,0,0,1,28944180,285,85000,909909,220022,55005,48536,323563
2023-11,HX-C0375,0,0,1,29486109,285,85000,925354,222373,55593,49054,327020
2023-12,HX-C0375,0,0,1,30425733,285,85000,952133,227384,56846,50159,334389
2024-01,HX-C0375,0,0,1,31204777,285,85000,974336,231229,57807,51007,340043
2024-02,HX-C0375,0,0,1,31888048,285,85000,993809,234363,58590,51699,344652
2024-03,HX-C0375,0,0,1,32945306,285,85000,1023941,239938,59984,52928,352850
2024-04,HX-C0375,0,0,1,33900826,285,85000,1051173,244746,61186,53989,359921
2024-05,HX-C0375,0,0,1,35356619,285,85000,1092663,252771,63192,55760,371723
2024-06,HX-C0375,0,0,1,36978009,285,85000,1138873,261758,65439,57742,384939
2024-07,HX-C0375,0,0,1,37235956,285,85000,1146224,261733,65433,57736,384902
2024-08,HX-C0375,0,0,1,38594684,285,85000,1184948,268802,67200,59296,395298
2024-09,HX-C0375,0,0,1,39878989,285,85000,1221551,275278,68819,60725,404822
2024-10,HX-C0375,0,0,1,40855496,285,85000,1249381,279681,69920,61695,411296
2024-11,HX-C0375,0,0,1,41631061,285,85000,1271485,282727,70681,62367,415775
2024-12,HX-C0375,0,0,1,42894910,285,85000,1307504,288780,72195,63702,424677
2025-01,HX-C0375,0,0,1,43754786,285,85000,1332011,292200,73050,64456,429706
2025-02,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2025-03,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2025-04,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2025-05,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2025-06,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2025-07,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2025-08,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2025-09,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2025-10,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2025-11,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2025-12,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2026-01,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2026-02,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2026-03,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2026-04,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2026-05,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2026-06,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2026-07,HX-C0375,0,0,0,0,285,0,0,0,0,0,0
2024-02,HX-C0376,2,0,1,7757751,285,85000,306095,72184,18046,15923,106153
2024-03,HX-C0376,2,0,1,8203597,285,85000,318802,74704,18676,16479,109859
2024-04,HX-C0376,2,0,1,8471609,285,85000,326440,76005,19001,16767,111773
2024-05,HX-C0376,2,0,1,8647385,285,85000,331450,76676,19169,16914,112759
2024-06,HX-C0376,2,0,1,8843704,285,85000,337045,77466,19366,17089,113921
2024-07,HX-C0376,2,0,1,9213922,285,85000,347596,79370,19842,17510,116722
2024-08,HX-C0376,2,0,1,9623328,285,85000,359264,81498,20374,17978,119850
2024-09,HX-C0376,2,0,1,9749166,285,85000,362851,81768,20442,18038,120248
2024-10,HX-C0376,2,0,1,10023510,285,85000,370670,82976,20744,18304,122024
2024-11,HX-C0376,2,0,1,10263864,285,85000,377520,83945,20986,18518,123449
2024-12,HX-C0376,2,0,1,10570350,285,85000,386254,85309,21327,18819,125455
2025-01,HX-C0376,2,0,1,10911207,285,85000,395969,86862,21715,19162,127739
2025-02,HX-C0376,2,0,1,11378137,285,85000,409276,89169,22292,19671,131132
2025-03,HX-C0376,2,0,1,11572387,285,85000,414813,89755,22438,19800,131993
2025-04,HX-C0376,2,0,1,12091467,285,85000,429606,92313,23078,20364,135755
2025-05,HX-C0376,2,0,1,12523506,285,85000,441919,94298,23574,20802,138674
2025-06,HX-C0376,2,0,1,12813868,285,85000,450195,95390,23847,21043,140280
2025-07,HX-C0376,2,0,1,13083554,285,85000,457881,96334,24083,21251,141668
2025-08,HX-C0376,2,0,1,13388143,285,85000,466562,97462,24365,21500,143327
2025-09,HX-C0376,2,0,1,13612649,285,85000,472960,98091,24522,21639,144252
2025-10,HX-C0376,2,0,1,13903565,285,85000,481251,99090,24772,21860,145722
2025-11,HX-C0376,2,0,1,14419624,285,85000,495959,101377,25344,22364,149085
2025-12,HX-C0376,2,0,1,14794269,285,85000,506636,102802,25700,22678,151180
2026-01,HX-C0376,2,0,1,15163279,285,85000,517153,104162,26040,22978,153180
2026-02,HX-C0376,2,0,1,15692544,285,85000,532237,106404,26601,23472,156477
2026-03,HX-C0376,2,0,1,16339543,285,85000,550676,109267,27316,24104,160687
2026-04,HX-C0376,2,0,1,16545102,285,85000,556535,109596,27399,24177,161172
2026-05,HX-C0376,2,0,1,17177056,285,85000,574546,112284,28071,24769,165124
2026-06,HX-C0376,2,0,1,17553678,285,85000,585279,113506,28376,25039,166921
2026-07,HX-C0376,2,0,1,17887163,285,85000,594784,114459,28614,25250,168323
2023-11,HX-C0377,1,0,1,37215474,285,85000,1145641,275310,68827,60732,404869
2023-12,HX-C0377,1,0,1,37436570,285,85000,1151942,275102,68775,60685,404562
2024-01,HX-C0377,1,0,1,37856924,285,85000,1163922,276221,69055,60932,406208
2024-02,HX-C0377,1,0,1,39012817,285,85000,1196865,282248,70562,62262,415072
2024-03,HX-C0377,1,0,1,39483414,285,85000,1210277,283601,70900,62560,417061
2024-04,HX-C0377,1,0,1,39702044,285,85000,1216508,283241,70810,62481,416532
2024-05,HX-C0377,1,0,1,40276253,285,85000,1232873,285207,71301,62915,419423
2024-06,HX-C0377,1,0,1,41135561,285,85000,1257363,288991,72247,63750,424988
2024-07,HX-C0377,1,0,1,42683683,285,85000,1301484,297185,74296,65557,437038
2024-08,HX-C0377,1,0,1,44271289,285,85000,1346731,305502,76375,67392,449269
2024-09,HX-C0377,1,0,1,46057830,285,85000,1397648,314962,78740,69478,463180
2024-10,HX-C0377,1,0,1,46395115,285,85000,1407260,315022,78755,69492,463269
2024-11,HX-C0377,1,0,1,47763303,285,85000,1446254,321589,80397,70939,472925
2024-12,HX-C0377,1,0,1,48045552,285,85000,1454298,321201,80300,70854,472355
2025-01,HX-C0377,1,0,1,48697057,285,85000,1472866,323099,80774,71273,475146
2025-02,HX-C0377,1,0,1,49077515,285,85000,1483709,323258,80814,71308,475380
2025-03,HX-C0377,1,0,1,50502229,285,85000,1524313,329824,82456,72756,485036
2025-04,HX-C0377,1,0,1,51188219,285,85000,1543864,331745,82936,73180,487861
2025-05,HX-C0377,1,0,1,52500342,285,85000,1581259,337415,84353,74431,496199
2025-06,HX-C0377,1,0,1,54833507,285,85000,1647754,349139,87284,77017,513440
2025-07,HX-C0377,1,0,1,56255218,285,85000,1688273,355198,88799,78354,522351
2025-08,HX-C0377,1,0,1,57581624,285,85000,1726076,360570,90142,79538,530250
2025-09,HX-C0377,1,0,1,58348168,285,85000,1747922,362518,90629,79969,533116
2025-10,HX-C0377,1,0,1,59092239,285,85000,1769128,364269,91067,80355,535691
2025-11,HX-C0377,1,0,1,60842671,285,85000,1819016,371821,92955,82020,546796
2025-12,HX-C0377,1,0,1,62702228,285,85000,1872013,379853,94963,83792,558608
2026-01,HX-C0377,1,0,1,62981141,285,85000,1879962,378653,94663,83528,556844
2026-02,HX-C0377,1,0,1,63973396,285,85000,1908241,381494,95373,84155,561022
2026-03,HX-C0377,1,0,1,66644835,285,85000,1984377,393747,98436,86858,579041
2026-04,HX-C0377,1,0,1,68626753,285,85000,2040862,401902,100475,88656,591033
2026-05,HX-C0377,1,0,1,70616673,285,85000,2097575,409933,102483,90427,602843
2026-06,HX-C0377,1,0,1,72667230,285,85000,2156016,418128,104532,92235,614895
2026-07,HX-C0377,1,0,1,75217014,285,85000,2228684,428887,107221,94609,630717
2024-05,HX-C0378,3,0,1,59535384,235,85000,1484081,343321,85830,75733,504884
2024-06,HX-C0378,3,0,1,61244560,235,85000,1524247,350332,87583,77280,515195
2024-07,HX-C0378,3,0,1,63295737,235,85000,1572449,359059,89764,79205,528028
2024-08,HX-C0378,3,0,1,64162025,235,85000,1592807,361324,90331,79705,531360
2024-09,HX-C0378,3,0,1,65815964,235,85000,1631675,367701,91925,81111,540737
2024-10,HX-C0378,3,0,1,68773702,235,85000,1701181,380819,95204,84005,560028
2024-11,HX-C0378,3,0,1,70905908,235,85000,1751288,389416,97354,85901,572671
2024-12,HX-C0378,3,0,1,73589457,235,85000,1814352,400724,100181,88396,589301
2025-01,HX-C0378,3,0,1,76928299,235,85000,1892815,415222,103805,91595,610622
2025-02,HX-C0378,3,0,1,79853510,235,85000,1961557,427367,106841,94274,628482
2025-03,HX-C0378,3,0,1,82027434,235,85000,2012644,435487,108871,96065,640423
2025-04,HX-C0378,3,0,1,84806207,235,85000,2077945,446508,111627,98495,656630
2025-05,HX-C0378,3,0,1,86426349,235,85000,2116019,451524,112881,99601,664006
2025-06,HX-C0378,3,0,1,88226107,235,85000,2158313,457320,114330,100880,672530
2025-07,HX-C0378,3,0,1,89357816,235,85000,2184908,459686,114921,101403,676010
2025-08,HX-C0378,3,0,1,90471032,235,85000,2211069,461883,115470,101887,679240
2025-09,HX-C0378,3,0,1,91904849,235,85000,2244763,465563,116390,102699,684652
2025-10,HX-C0378,3,0,1,93965889,235,85000,2293198,472178,118044,104158,694380
2025-11,HX-C0378,3,0,1,98110699,235,85000,2390601,488657,122164,107793,718614
2025-12,HX-C0378,3,0,1,101767073,235,85000,2476526,502516,125629,110850,738995
2026-01,HX-C0378,3,0,1,103918293,235,85000,2527079,508993,127248,112279,748520
2026-02,HX-C0378,3,0,1,104267542,235,85000,2535287,506854,126713,111807,745374
2026-03,HX-C0378,3,0,1,105845500,235,85000,2572369,510419,127604,112594,750617
2026-04,HX-C0378,3,0,1,110035668,235,85000,2670838,525962,131490,116022,773474
2026-05,HX-C0378,3,0,1,110401651,235,85000,2679438,523647,130911,115512,770070
2026-06,HX-C0378,3,0,1,112865608,235,85000,2737341,530868,132717,117104,780689
2026-07,HX-C0378,3,0,1,116986865,235,85000,2834191,545411,136352,120313,802076
2026-05,HX-C0379,11,0,1,12558884,235,85000,380133,74290,18572,16388,109250
2026-06,HX-C0379,11,0,1,12999605,235,85000,390490,75729,18932,16706,111367
2026-07,HX-C0379,11,0,1,13243332,235,85000,396218,76247,19061,16821,112129
2025-02,HX-C0380,6,0,1,7453763,285,85000,297432,64801,16200,14296,95297
2025-03,HX-C0380,6,0,1,7656173,285,85000,303200,65605,16401,14472,96478
2025-04,HX-C0380,6,0,1,7766629,285,85000,306348,65827,16456,14522,96805
2025-05,HX-C0380,6,0,1,7728348,285,85000,305257,65136,16284,14369,95789
2025-06,HX-C0380,6,0,1,7970176,285,85000,312150,66140,16535,14590,97265
2025-07,HX-C0380,6,0,1,8025373,285,85000,313723,66004,16501,14560,97065
2025-08,HX-C0380,6,0,1,8160353,285,85000,317570,66338,16584,14635,97557
2025-09,HX-C0380,6,0,1,8445777,285,85000,325704,67550,16887,14902,99339
2025-10,HX-C0380,6,0,1,8637204,285,85000,331160,68187,17046,15042,100275
2025-11,HX-C0380,6,0,1,8920092,285,85000,339222,69339,17334,15297,101970
2025-12,HX-C0380,6,0,1,9158454,285,85000,346015,70210,17552,15488,103250
2026-01,HX-C0380,6,0,1,9191970,285,85000,346971,69884,17471,15417,102772
2026-02,HX-C0380,6,0,1,9420863,285,85000,353494,70670,17667,15590,103927
2026-03,HX-C0380,6,0,1,9599649,285,85000,358589,71152,17788,15696,104636
2026-04,HX-C0380,6,0,1,9946853,285,85000,368485,72564,18141,16008,106713
2026-05,HX-C0380,6,0,1,9964063,285,85000,368975,72109,18027,15907,106043
2026-06,HX-C0380,6,0,1,10123685,285,85000,373525,72439,18109,15981,106529
2026-07,HX-C0380,6,0,1,10345846,285,85000,379856,73099,18274,16126,107499
2023-11,HX-C0381,1,0,1,32356162,285,85000,1007150,242029,60507,53390,355926
2023-12,HX-C0381,1,0,1,33202828,285,85000,1031280,246285,61571,54329,362185
2024-01,HX-C0381,1,0,1,34593038,285,85000,1070901,254145,63536,56063,373744
2024-02,HX-C0381,1,0,1,35830580,285,85000,1106171,260861,65215,57544,383620
2024-03,HX-C0381,1,0,1,36221612,285,85000,1117315,261817,65454,57755,385026
2024-04,HX-C0381,1,0,1,36899785,285,85000,1136643,264646,66161,58379,389186
2024-05,HX-C0381,1,0,1,38282434,285,85000,1176049,272061,68015,60015,400091
2024-06,HX-C0381,1,0,1,38158538,285,85000,1172518,269491,67372,59448,396311
2024-07,HX-C0381,1,0,1,38978434,285,85000,1195885,273073,68268,60237,401578
2024-08,HX-C0381,1,0,1,39305071,285,85000,1205194,273395,68348,60309,402052
2024-09,HX-C0381,1,0,1,40887044,285,85000,1250280,281752,70438,62152,414342
2024-10,HX-C0381,1,0,1,41073543,285,85000,1255595,281071,70267,62003,413341
2024-11,HX-C0381,1,0,1,42289901,285,85000,1290262,286902,71725,63288,421915
2024-12,HX-C0381,1,0,1,44363157,285,85000,1349349,298022,74505,65741,438268
2025-01,HX-C0381,1,0,1,45288069,285,85000,1375709,301786,75446,66571,443803
2025-02,HX-C0381,1,0,1,46233099,285,85000,1402643,305596,76399,67411,449406
2025-03,HX-C0381,1,0,1,47598659,285,85000,1441561,311918,77979,68807,458704
2025-04,HX-C0381,1,0,1,48447485,285,85000,1465753,314960,78740,69477,463177
2025-05,HX-C0381,1,0,1,48646201,285,85000,1471416,313976,78494,69260,461730
2025-06,HX-C0381,1,0,1,50111585,285,85000,1513180,320624,80156,70726,471506
2025-07,HX-C0381,1,0,1,52455660,285,85000,1579986,332415,83103,73329,488847
2025-08,HX-C0381,1,0,1,54425577,285,85000,1636128,341780,85445,75393,502618
2025-09,HX-C0381,1,0,1,55375377,285,85000,1663198,344947,86236,76092,507275
2025-10,HX-C0381,1,0,0,0,285,0,0,0,0,0,0
2025-11,HX-C0381,1,0,0,0,285,0,0,0,0,0,0
2025-12,HX-C0381,1,0,0,0,285,0,0,0,0,0,0
2026-01,HX-C0381,1,0,0,0,285,0,0,0,0,0,0
2026-02,HX-C0381,1,0,0,0,285,0,0,0,0,0,0
2026-03,HX-C0381,1,0,0,0,285,0,0,0,0,0,0
2026-04,HX-C0381,1,0,0,0,285,0,0,0,0,0,0
2026-05,HX-C0381,1,0,0,0,285,0,0,0,0,0,0
2026-06,HX-C0381,1,0,0,0,285,0,0,0,0,0,0
2026-07,HX-C0381,1,0,0,0,285,0,0,0,0,0,0
2025-02,HX-C0382,6,0,1,44383368,235,85000,1128009,245761,61440,54213,361414
2025-03,HX-C0382,6,0,1,44645340,235,85000,1134165,245405,61351,54135,360891
2025-04,HX-C0382,6,0,1,46546954,235,85000,1178853,253311,63327,55879,372517
2025-05,HX-C0382,6,0,1,48278662,235,85000,1219548,260231,65057,57406,382694
2025-06,HX-C0382,6,0,1,49721346,235,85000,1253451,265591,66397,58587,390575
2025-07,HX-C0382,6,0,1,50370545,235,85000,1268707,266925,66731,58881,392537
2025-08,HX-C0382,6,0,1,51097343,235,85000,1285787,268595,67148,59250,394993
2025-09,HX-C0382,6,0,1,52088139,235,85000,1309071,271500,67875,59891,399266
2025-10,HX-C0382,6,0,1,52749617,235,85000,1324615,272743,68185,60165,401093
2025-11,HX-C0382,6,0,1,54725063,235,85000,1371038,280251,70062,61821,412134
2025-12,HX-C0382,6,0,1,57096367,235,85000,1426764,289507,72376,63863,425746
2026-01,HX-C0382,6,0,1,59267717,235,85000,1477791,297650,74412,65659,437721
2026-02,HX-C0382,6,0,1,60750191,235,85000,1512629,302404,75601,66707,444712
2026-03,HX-C0382,6,0,1,62136284,235,85000,1545202,306604,76651,67634,450889
2026-04,HX-C0382,6,0,1,61527309,235,85000,1530891,301475,75368,66503,443346
2026-05,HX-C0382,6,0,1,62649184,235,85000,1557255,304337,76084,67134,447555
2026-06,HX-C0382,6,0,1,64642427,235,85000,1604097,311091,77772,68625,457488
2026-07,HX-C0382,6,0,1,64722198,235,85000,1605971,309052,77263,68174,454489
2025-05,HX-C0383,7,0,1,19391111,285,85000,637646,136063,34015,30015,200093
2025-06,HX-C0383,7,0,1,19521357,285,85000,641358,135895,33973,29979,199847
2025-07,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2025-08,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2025-09,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2025-10,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2025-11,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2025-12,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2026-01,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2026-02,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2026-03,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2026-04,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2026-05,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2026-06,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2026-07,HX-C0383,7,0,0,0,285,0,0,0,0,0,0
2024-05,HX-C0384,3,0,1,37461740,285,85000,1152659,266651,66662,58821,392134
2024-06,HX-C0384,3,0,1,37960517,285,85000,1166874,268194,67048,59161,394403
2024-07,HX-C0384,3,0,1,38820751,285,85000,1191391,272046,68011,60012,400069
2024-08,HX-C0384,3,0,1,40479029,285,85000,1238652,280985,70246,61983,413214
2024-09,HX-C0384,3,0,1,41145723,285,85000,1257653,283414,70853,62519,416786
2024-10,HX-C0384,3,0,1,42288796,285,85000,1290230,288825,72206,63712,424743
2024-11,HX-C0384,3,0,1,42543201,285,85000,1297481,288507,72126,63643,424276
2024-12,HX-C0384,3,0,1,43851654,285,85000,1334772,294802,73700,65031,433533
2025-01,HX-C0384,3,0,1,45026725,285,85000,1368261,300152,75038,66210,441400
2025-02,HX-C0384,3,0,1,46108541,285,85000,1399093,304822,76205,67242,448269
2025-03,HX-C0384,3,0,1,46623312,285,85000,1413764,305904,76476,67479,449859
2025-04,HX-C0384,3,0,1,47982772,285,85000,1452509,312114,78028,68850,458992
2025-05,HX-C0384,3,0,1,48934339,285,85000,1479628,315728,78932,69647,464307
2025-06,HX-C0384,3,0,1,49748620,285,85000,1502835,318432,79608,70243,468283
2025-07,HX-C0384,3,0,1,51948026,285,85000,1565518,329372,82343,72656,484371
2025-08,HX-C0384,3,0,1,53706913,285,85000,1615647,337501,84375,74450,496326
2025-09,HX-C0384,3,0,1,55490731,285,85000,1666485,345628,86407,76242,508277
2025-10,HX-C0384,3,0,1,57350836,285,85000,1719498,354050,88512,78101,520663
