opportunity_id,observation_index,stage
HX-O0212,15,1
HX-O0212,16,1
HX-O0212,17,1
HX-O0212,18,1
HX-O0213,1,1
HX-O0213,2,1
HX-O0213,3,1
HX-O0213,4,1
HX-O0213,5,1
HX-O0213,6,1
HX-O0213,7,1
HX-O0213,8,1
HX-O0213,9,1
HX-O0213,10,2
HX-O0213,11,2
HX-O0213,12,2
HX-O0213,13,2
HX-O0213,14,2
HX-O0213,15,2
HX-O0213,16,2
HX-O0213,17,2
HX-O0213,18,2
HX-O0214,1,1
HX-O0214,2,1
HX-O0214,3,1
HX-O0214,4,1
HX-O0214,5,1
HX-O0214,6,1
HX-O0214,7,1
HX-O0214,8,1
HX-O0214,9,1
HX-O0214,10,1
HX-O0214,11,1
HX-O0214,12,1
HX-O0214,13,1
HX-O0214,14,1
HX-O0214,15,1
HX-O0214,16,1
HX-O0214,17,1
HX-O0214,18,1
HX-O0215,1,1
HX-O0215,2,1
HX-O0215,3,1
HX-O0215,4,1
HX-O0215,5,1
HX-O0215,6,1
HX-O0215,7,1
HX-O0215,8,1
HX-O0215,9,1
HX-O0215,10,2
HX-O0215,11,2
HX-O0215,12,2
HX-O0215,13,2
HX-O0215,14,2
HX-O0215,15,2
HX-O0215,16,2
HX-O0215,17,2
HX-O0215,18,2
HX-O0216,1,1
HX-O0216,2,1
HX-O0216,3,1
HX-O0216,4,1
HX-O0216,5,1
HX-O0216,6,1
HX-O0216,7,2
HX-O0216,8,2
HX-O0216,9,2
HX-O0216,10,2
HX-O0216,11,2
HX-O0216,12,2
HX-O0216,13,3
HX-O0216,14,3
HX-O0216,15,3
HX-O0216,16,3
HX-O0216,17,3
HX-O0216,18,3
HX-O0217,1,1
HX-O0217,2,1
HX-O0217,3,1
HX-O0217,4,1
HX-O0217,5,1
HX-O0217,6,1
HX-O0217,7,2
HX-O0217,8,2
HX-O0217,9,2
HX-O0217,10,2
HX-O0217,11,2
HX-O0217,12,2
HX-O0217,13,3
HX-O0217,14,3
HX-O0217,15,3
HX-O0217,16,3
HX-O0217,17,3
HX-O0217,18,3
HX-O0218,1,1
HX-O0218,2,1
HX-O0218,3,1
HX-O0218,4,1
HX-O0218,5,1
HX-O0218,6,1
HX-O0218,7,1
HX-O0218,8,1
HX-O0218,9,1
HX-O0218,10,1
HX-O0218,11,1
HX-O0218,12,1
HX-O0218,13,1
HX-O0218,14,1
HX-O0218,15,1
HX-O0218,16,1
HX-O0218,17,1
HX-O0218,18,1
HX-O0219,1,1
HX-O0219,2,1
HX-O0219,3,1
HX-O0219,4,1
HX-O0219,5,1
HX-O0219,6,1
HX-O0219,7,1
HX-O0219,8,1
HX-O0219,9,1
HX-O0219,10,1
HX-O0219,11,1
HX-O0219,12,1
HX-O0219,13,1
HX-O0219,14,1
HX-O0219,15,1
HX-O0219,16,1
HX-O0219,17,1
HX-O0219,18,1
HX-O0220,1,1
HX-O0220,2,1
HX-O0220,3,1
HX-O0220,4,1
HX-O0220,5,1
HX-O0220,6,2
HX-O0220,7,2
HX-O0220,8,2
HX-O0220,9,2
HX-O0220,10,3
HX-O0220,11,3
HX-O0220,12,3
HX-O0220,13,3
HX-O0220,14,3
HX-O0220,15,4
HX-O0220,16,4
HX-O0220,17,4
HX-O0220,18,4
HX-O0221,1,1
HX-O0221,2,1
HX-O0221,3,1
HX-O0221,4,1
HX-O0221,5,1
HX-O0221,6,1
HX-O0221,7,1
HX-O0221,8,1
HX-O0221,9,1
HX-O0221,10,1
HX-O0221,11,1
HX-O0221,12,1
HX-O0221,13,1
HX-O0221,14,1
HX-O0221,15,1
HX-O0221,16,1
HX-O0221,17,1
HX-O0221,18,1
HX-O0222,1,1
HX-O0222,2,1
HX-O0222,3,1
HX-O0222,4,1
HX-O0222,5,1
HX-O0222,6,1
HX-O0222,7,2
HX-O0222,8,2
HX-O0222,9,2
HX-O0222,10,2
HX-O0222,11,2
HX-O0222,12,2
HX-O0222,13,3
HX-O0222,14,3
HX-O0222,15,3
HX-O0222,16,3
HX-O0222,17,3
HX-O0222,18,3
HX-O0223,1,1
HX-O0223,2,1
HX-O0223,3,1
HX-O0223,4,1
HX-O0223,5,1
HX-O0223,6,1
HX-O0223,7,1
HX-O0223,8,1
HX-O0223,9,1
HX-O0223,10,2
HX-O0223,11,2
HX-O0223,12,2
HX-O0223,13,2
HX-O0223,14,2
HX-O0223,15,2
HX-O0223,16,2
HX-O0223,17,2
HX-O0223,18,2
HX-O0224,1,1
HX-O0224,2,1
HX-O0224,3,1
HX-O0224,4,1
HX-O0224,5,1
HX-O0224,6,1
HX-O0224,7,2
HX-O0224,8,2
HX-O0224,9,2
HX-O0224,10,2
HX-O0224,11,2
HX-O0224,12,2
HX-O0224,13,3
HX-O0224,14,3
HX-O0224,15,3
HX-O0224,16,3
HX-O0224,17,3
HX-O0224,18,3
HX-O0225,1,1
HX-O0225,2,1
HX-O0225,3,1
HX-O0225,4,1
HX-O0225,5,1
HX-O0225,6,1
HX-O0225,7,1
HX-O0225,8,1
HX-O0225,9,1
HX-O0225,10,1
HX-O0225,11,1
HX-O0225,12,1
HX-O0225,13,1
HX-O0225,14,1
HX-O0225,15,1
HX-O0225,16,1
HX-O0225,17,1
HX-O0225,18,1
HX-O0226,1,1
HX-O0226,2,1
HX-O0226,3,1
HX-O0226,4,1
HX-O0226,5,1
HX-O0226,6,1
HX-O0226,7,2
HX-O0226,8,2
HX-O0226,9,2
HX-O0226,10,2
HX-O0226,11,2
HX-O0226,12,2
HX-O0226,13,3
HX-O0226,14,3
HX-O0226,15,3
HX-O0226,16,3
HX-O0226,17,3
HX-O0226,18,3
HX-O0227,1,1
HX-O0227,2,1
HX-O0227,3,1
HX-O0227,4,1
HX-O0227,5,2
HX-O0227,6,2
HX-O0227,7,2
HX-O0227,8,2
HX-O0227,9,3
HX-O0227,10,3
HX-O0227,11,3
HX-O0227,12,4
HX-O0227,13,4
HX-O0227,14,4
HX-O0227,15,4
HX-O0227,16,5
HX-O0227,17,5
HX-O0227,18,5
HX-O0228,1,1
HX-O0228,2,1
HX-O0228,3,1
HX-O0228,4,1
HX-O0228,5,1
HX-O0228,6,1
HX-O0228,7,1
HX-O0228,8,1
HX-O0228,9,1
HX-O0228,10,1
HX-O0228,11,1
HX-O0228,12,1
HX-O0228,13,1
HX-O0228,14,1
HX-O0228,15,1
HX-O0228,16,1
HX-O0228,17,1
HX-O0228,18,1
HX-O0229,1,1
HX-O0229,2,1
HX-O0229,3,1
HX-O0229,4,1
HX-O0229,5,1
HX-O0229,6,1
HX-O0229,7,2
HX-O0229,8,2
HX-O0229,9,2
HX-O0229,10,2
HX-O0229,11,2
HX-O0229,12,2
HX-O0229,13,3
HX-O0229,14,3
HX-O0229,15,3
HX-O0229,16,3
HX-O0229,17,3
HX-O0229,18,3
HX-O0230,1,1
HX-O0230,2,1
HX-O0230,3,1
HX-O0230,4,1
HX-O0230,5,1
HX-O0230,6,1
HX-O0230,7,1
HX-O0230,8,1
HX-O0230,9,1
HX-O0230,10,2
HX-O0230,11,2
HX-O0230,12,2
HX-O0230,13,2
HX-O0230,14,2
HX-O0230,15,2
HX-O0230,16,2
HX-O0230,17,2
HX-O0230,18,2
HX-O0231,1,1
HX-O0231,2,1
HX-O0231,3,1
HX-O0231,4,1
HX-O0231,5,1
HX-O0231,6,2
HX-O0231,7,2
HX-O0231,8,2
HX-O0231,9,2
HX-O0231,10,3
HX-O0231,11,3
HX-O0231,12,3
HX-O0231,13,3
HX-O0231,14,3
HX-O0231,15,4
HX-O0231,16,4
HX-O0231,17,4
HX-O0231,18,4
HX-O0232,1,1
HX-O0232,2,1
HX-O0232,3,1
HX-O0232,4,1
HX-O0232,5,1
HX-O0232,6,1
HX-O0232,7,1
HX-O0232,8,1
HX-O0232,9,1
HX-O0232,10,2
HX-O0232,11,2
HX-O0232,12,2
HX-O0232,13,2
HX-O0232,14,2
HX-O0232,15,2
HX-O0232,16,2
HX-O0232,17,2
HX-O0232,18,2
HX-O0233,1,1
HX-O0233,2,1
HX-O0233,3,1
HX-O0233,4,1
HX-O0233,5,1
HX-O0233,6,1
HX-O0233,7,1
HX-O0233,8,1
HX-O0233,9,1
HX-O0233,10,1
HX-O0233,11,1
HX-O0233,12,1
HX-O0233,13,1
HX-O0233,14,1
HX-O0233,15,1
HX-O0233,16,1
HX-O0233,17,1
HX-O0233,18,1
HX-O0234,1,1
HX-O0234,2,1
HX-O0234,3,1
HX-O0234,4,1
HX-O0234,5,1
HX-O0234,6,1
HX-O0234,7,1
HX-O0234,8,1
HX-O0234,9,1
HX-O0234,10,2
HX-O0234,11,2
HX-O0234,12,2
HX-O0234,13,2
HX-O0234,14,2
HX-O0234,15,2
HX-O0234,16,2
HX-O0234,17,2
HX-O0234,18,2
HX-O0235,1,1
HX-O0235,2,1
HX-O0235,3,1
HX-O0235,4,1
HX-O0235,5,1
HX-O0235,6,1
HX-O0235,7,2
HX-O0235,8,2
HX-O0235,9,2
HX-O0235,10,2
HX-O0235,11,2
HX-O0235,12,2
HX-O0235,13,3
HX-O0235,14,3
HX-O0235,15,3
HX-O0235,16,3
HX-O0235,17,3
HX-O0235,18,3
HX-O0236,1,1
HX-O0236,2,1
HX-O0236,3,1
HX-O0236,4,1
HX-O0236,5,1
HX-O0236,6,1
HX-O0236,7,2
HX-O0236,8,2
HX-O0236,9,2
HX-O0236,10,2
HX-O0236,11,2
HX-O0236,12,2
HX-O0236,13,3
HX-O0236,14,3
HX-O0236,15,3
HX-O0236,16,3
HX-O0236,17,3
HX-O0236,18,3
HX-O0237,1,1
HX-O0237,2,1
HX-O0237,3,1
HX-O0237,4,1
HX-O0237,5,1
HX-O0237,6,1
HX-O0237,7,2
HX-O0237,8,2
HX-O0237,9,2
HX-O0237,10,2
HX-O0237,11,2
HX-O0237,12,2
HX-O0237,13,3
HX-O0237,14,3
HX-O0237,15,3
HX-O0237,16,3
HX-O0237,17,3
HX-O0237,18,3
HX-O0238,1,1
HX-O0238,2,1
HX-O0238,3,1
HX-O0238,4,1
HX-O0238,5,2
HX-O0238,6,2
HX-O0238,7,2
HX-O0238,8,2
HX-O0238,9,3
HX-O0238,10,3
HX-O0238,11,3
HX-O0238,12,4
HX-O0238,13,4
HX-O0238,14,4
HX-O0238,15,4
HX-O0238,16,5
HX-O0238,17,5
HX-O0238,18,5
HX-O0239,1,1
HX-O0239,2,1
HX-O0239,3,1
HX-O0239,4,1
HX-O0239,5,2
HX-O0239,6,2
HX-O0239,7,2
HX-O0239,8,2
HX-O0239,9,3
HX-O0239,10,3
HX-O0239,11,3
HX-O0239,12,4
HX-O0239,13,4
HX-O0239,14,4
HX-O0239,15,4
HX-O0239,16,5
HX-O0239,17,5
HX-O0239,18,5
HX-O0240,1,1
HX-O0240,2,1
HX-O0240,3,1
HX-O0240,4,1
HX-O0240,5,2
HX-O0240,6,2
HX-O0240,7,2
HX-O0240,8,2
HX-O0240,9,3
HX-O0240,10,3
HX-O0240,11,3
HX-O0240,12,4
HX-O0240,13,4
HX-O0240,14,4
HX-O0240,15,4
HX-O0240,16,5
HX-O0240,17,5
HX-O0240,18,5
HX-O0241,1,1
HX-O0241,2,1
HX-O0241,3,1
HX-O0241,4,1
HX-O0241,5,1
HX-O0241,6,1
HX-O0241,7,2
HX-O0241,8,2
HX-O0241,9,2
HX-O0241,10,2
HX-O0241,11,2
HX-O0241,12,2
HX-O0241,13,3
HX-O0241,14,3
HX-O0241,15,3
HX-O0241,16,3
HX-O0241,17,3
HX-O0241,18,3
HX-O0242,1,1
HX-O0242,2,1
HX-O0242,3,1
HX-O0242,4,1
HX-O0242,5,1
HX-O0242,6,1
HX-O0242,7,1
HX-O0242,8,1
HX-O0242,9,1
HX-O0242,10,1
HX-O0242,11,1
HX-O0242,12,1
HX-O0242,13,1
HX-O0242,14,1
HX-O0242,15,1
HX-O0242,16,1
HX-O0242,17,1
HX-O0242,18,1
HX-O0243,1,1
HX-O0243,2,1
HX-O0243,3,1
HX-O0243,4,1
HX-O0243,5,1
HX-O0243,6,1
HX-O0243,7,2
HX-O0243,8,2
HX-O0243,9,2
HX-O0243,10,2
HX-O0243,11,2
HX-O0243,12,2
HX-O0243,13,3
HX-O0243,14,3
HX-O0243,15,3
HX-O0243,16,3
HX-O0243,17,3
HX-O0243,18,3
HX-O0244,1,1
HX-O0244,2,1
HX-O0244,3,1
HX-O0244,4,1
HX-O0244,5,2
HX-O0244,6,2
HX-O0244,7,2
HX-O0244,8,2
HX-O0244,9,3
HX-O0244,10,3
HX-O0244,11,3
HX-O0244,12,4
HX-O0244,13,4
HX-O0244,14,4
HX-O0244,15,4
HX-O0244,16,5
HX-O0244,17,5
HX-O0244,18,5
HX-O0245,1,1
HX-O0245,2,1
HX-O0245,3,1
HX-O0245,4,1
HX-O0245,5,2
HX-O0245,6,2
HX-O0245,7,2
HX-O0245,8,2
HX-O0245,9,3
HX-O0245,10,3
HX-O0245,11,3
HX-O0245,12,4
HX-O0245,13,4
HX-O0245,14,4
HX-O0245,15,4
HX-O0245,16,5
HX-O0245,17,5
HX-O0245,18,5
HX-O0246,1,1
HX-O0246,2,1
HX-O0246,3,1
HX-O0246,4,1
HX-O0246,5,1
HX-O0246,6,1
HX-O0246,7,1
HX-O0246,8,1
HX-O0246,9,1
HX-O0246,10,1
HX-O0246,11,1
HX-O0246,12,1
HX-O0246,13,1
HX-O0246,14,1
HX-O0246,15,1
HX-O0246,16,1
HX-O0246,17,1
HX-O0246,18,1
HX-O0247,1,1
HX-O0247,2,1
HX-O0247,3,1
HX-O0247,4,1
HX-O0247,5,1
HX-O0247,6,1
HX-O0247,7,2
HX-O0247,8,2
HX-O0247,9,2
HX-O0247,10,2
HX-O0247,11,2
HX-O0247,12,2
HX-O0247,13,3
HX-O0247,14,3
HX-O0247,15,3
HX-O0247,16,3
HX-O0247,17,3
HX-O0247,18,3
HX-O0248,1,1
HX-O0248,2,1
HX-O0248,3,1
HX-O0248,4,1
HX-O0248,5,1
HX-O0248,6,1
HX-O0248,7,1
HX-O0248,8,1
HX-O0248,9,1
HX-O0248,10,2
HX-O0248,11,2
HX-O0248,12,2
HX-O0248,13,2
HX-O0248,14,2
HX-O0248,15,2
HX-O0248,16,2
HX-O0248,17,2
HX-O0248,18,2
HX-O0249,1,1
HX-O0249,2,1
HX-O0249,3,1
HX-O0249,4,1
HX-O0249,5,1
HX-O0249,6,1
HX-O0249,7,1
HX-O0249,8,1
HX-O0249,9,1
HX-O0249,10,2
HX-O0249,11,2
HX-O0249,12,2
HX-O0249,13,2
HX-O0249,14,2
HX-O0249,15,2
HX-O0249,16,2
HX-O0249,17,2
HX-O0249,18,2
HX-O0250,1,1
HX-O0250,2,1
HX-O0250,3,1
HX-O0250,4,1
HX-O0250,5,1
HX-O0250,6,2
HX-O0250,7,2
HX-O0250,8,2
HX-O0250,9,2
HX-O0250,10,3
HX-O0250,11,3
HX-O0250,12,3
HX-O0250,13,3
HX-O0250,14,3
HX-O0250,15,4
HX-O0250,16,4
HX-O0250,17,4
HX-O0250,18,4
HX-O0251,1,1
HX-O0251,2,1
HX-O0251,3,1
HX-O0251,4,1
HX-O0251,5,2
HX-O0251,6,2
HX-O0251,7,2
HX-O0251,8,2
HX-O0251,9,3
HX-O0251,10,3
HX-O0251,11,3
HX-O0251,12,4
HX-O0251,13,4
HX-O0251,14,4
HX-O0251,15,4
HX-O0251,16,5
HX-O0251,17,5
HX-O0251,18,5
HX-O0252,1,1
HX-O0252,2,1
HX-O0252,3,1
HX-O0252,4,1
HX-O0252,5,1
HX-O0252,6,1
HX-O0252,7,1
HX-O0252,8,1
HX-O0252,9,1
HX-O0252,10,1
HX-O0252,11,1
HX-O0252,12,1
HX-O0252,13,1
HX-O0252,14,1
HX-O0252,15,1
HX-O0252,16,1
HX-O0252,17,1
HX-O0252,18,1
HX-O0253,1,1
HX-O0253,2,1
HX-O0253,3,1
HX-O0253,4,1
HX-O0253,5,2
HX-O0253,6,2
HX-O0253,7,2
HX-O0253,8,2
HX-O0253,9,3
HX-O0253,10,3
HX-O0253,11,3
HX-O0253,12,4
HX-O0253,13,4
HX-O0253,14,4
HX-O0253,15,4
HX-O0253,16,5
HX-O0253,17,5
HX-O0253,18,5
HX-O0254,1,1
HX-O0254,2,1
HX-O0254,3,1
HX-O0254,4,1
HX-O0254,5,1
HX-O0254,6,1
HX-O0254,7,1
HX-O0254,8,1
HX-O0254,9,1
HX-O0254,10,2
HX-O0254,11,2
HX-O0254,12,2
HX-O0254,13,2
HX-O0254,14,2
HX-O0254,15,2
HX-O0254,16,2
HX-O0254,17,2
HX-O0254,18,2
HX-O0255,1,1
HX-O0255,2,1
HX-O0255,3,1
HX-O0255,4,1
HX-O0255,5,1
HX-O0255,6,1
HX-O0255,7,1
HX-O0255,8,1
HX-O0255,9,1
HX-O0255,10,1
HX-O0255,11,1
HX-O0255,12,1
HX-O0255,13,1
HX-O0255,14,1
HX-O0255,15,1
HX-O0255,16,1
HX-O0255,17,1
HX-O0255,18,1
HX-O0256,1,1
HX-O0256,2,1
HX-O0256,3,1
HX-O0256,4,1
HX-O0256,5,1
HX-O0256,6,2
HX-O0256,7,2
HX-O0256,8,2
HX-O0256,9,2
HX-O0256,10,3
HX-O0256,11,3
HX-O0256,12,3
HX-O0256,13,3
HX-O0256,14,3
HX-O0256,15,4
HX-O0256,16,4
HX-O0256,17,4
HX-O0256,18,4
HX-O0257,1,1
HX-O0257,2,1
HX-O0257,3,1
HX-O0257,4,1
HX-O0257,5,2
HX-O0257,6,2
HX-O0257,7,2
HX-O0257,8,2
HX-O0257,9,3
HX-O0257,10,3
HX-O0257,11,3
HX-O0257,12,4
HX-O0257,13,4
HX-O0257,14,4
HX-O0257,15,4
HX-O0257,16,5
HX-O0257,17,5
HX-O0257,18,5
HX-O0258,1,1
HX-O0258,2,1
HX-O0258,3,1
HX-O0258,4,1
HX-O0258,5,1
HX-O0258,6,2
HX-O0258,7,2
HX-O0258,8,2
HX-O0258,9,2
HX-O0258,10,3
HX-O0258,11,3
HX-O0258,12,3
HX-O0258,13,3
HX-O0258,14,3
HX-O0258,15,4
HX-O0258,16,4
HX-O0258,17,4
HX-O0258,18,4
HX-O0259,1,1
HX-O0259,2,1
HX-O0259,3,1
HX-O0259,4,1
HX-O0259,5,1
HX-O0259,6,1
HX-O0259,7,2
HX-O0259,8,2
HX-O0259,9,2
HX-O0259,10,2
HX-O0259,11,2
HX-O0259,12,2
HX-O0259,13,3
HX-O0259,14,3
HX-O0259,15,3
HX-O0259,16,3
HX-O0259,17,3
HX-O0259,18,3
HX-O0260,1,1
HX-O0260,2,1
HX-O0260,3,1
HX-O0260,4,1
HX-O0260,5,2
HX-O0260,6,2
HX-O0260,7,2
HX-O0260,8,2
HX-O0260,9,3
HX-O0260,10,3
HX-O0260,11,3
HX-O0260,12,4
HX-O0260,13,4
HX-O0260,14,4
HX-O0260,15,4
HX-O0260,16,5
HX-O0260,17,5
HX-O0260,18,5
HX-O0261,1,1
HX-O0261,2,1
HX-O0261,3,1
HX-O0261,4,1
HX-O0261,5,1
HX-O0261,6,1
HX-O0261,7,1
HX-O0261,8,1
HX-O0261,9,1
HX-O0261,10,1
HX-O0261,11,1
HX-O0261,12,1
HX-O0261,13,1
HX-O0261,14,1
HX-O0261,15,1
HX-O0261,16,1
HX-O0261,17,1
HX-O0261,18,1
HX-O0262,1,1
HX-O0262,2,1
HX-O0262,3,1
HX-O0262,4,1
HX-O0262,5,1
HX-O0262,6,1
HX-O0262,7,2
HX-O0262,8,2
HX-O0262,9,2
HX-O0262,10,2
HX-O0262,11,2
HX-O0262,12,2
HX-O0262,13,3
HX-O0262,14,3
HX-O0262,15,3
HX-O0262,16,3
HX-O0262,17,3
HX-O0262,18,3
HX-O0263,1,1
HX-O0263,2,1
HX-O0263,3,1
HX-O0263,4,1
HX-O0263,5,1
HX-O0263,6,1
HX-O0263,7,1
HX-O0263,8,1
HX-O0263,9,1
HX-O0263,10,2
HX-O0263,11,2
HX-O0263,12,2
HX-O0263,13,2
HX-O0263,14,2
HX-O0263,15,2
HX-O0263,16,2
HX-O0263,17,2
HX-O0263,18,2
HX-O0264,1,1
HX-O0264,2,1
HX-O0264,3,1
HX-O0264,4,1
HX-O0264,5,2
HX-O0264,6,2
HX-O0264,7,2
HX-O0264,8,2
HX-O0264,9,3
HX-O0264,10,3
HX-O0264,11,3
HX-O0264,12,4
HX-O0264,13,4
HX-O0264,14,4
HX-O0264,15,4
HX-O0264,16,5
HX-O0264,17,5
HX-O0264,18,5
HX-O0265,1,1
HX-O0265,2,1
HX-O0265,3,1
HX-O0265,4,1
HX-O0265,5,1
HX-O0265,6,2
HX-O0265,7,2
HX-O0265,8,2
HX-O0265,9,2
HX-O0265,10,3
HX-O0265,11,3
HX-O0265,12,3
HX-O0265,13,3
HX-O0265,14,3
HX-O0265,15,4
HX-O0265,16,4
HX-O0265,17,4
HX-O0265,18,4
HX-O0266,1,1
HX-O0266,2,1
HX-O0266,3,1
HX-O0266,4,1
HX-O0266,5,1
HX-O0266,6,1
HX-O0266,7,2
HX-O0266,8,2
HX-O0266,9,2
HX-O0266,10,2
HX-O0266,11,2
HX-O0266,12,2
HX-O0266,13,3
HX-O0266,14,3
HX-O0266,15,3
HX-O0266,16,3
HX-O0266,17,3
HX-O0266,18,3
HX-O0267,1,1
HX-O0267,2,1
HX-O0267,3,1
HX-O0267,4,1
HX-O0267,5,1
HX-O0267,6,1
HX-O0267,7,2
HX-O0267,8,2
HX-O0267,9,2
HX-O0267,10,2
HX-O0267,11,2
HX-O0267,12,2
HX-O0267,13,3
HX-O0267,14,3
HX-O0267,15,3
HX-O0267,16,3
HX-O0267,17,3
HX-O0267,18,3
HX-O0268,1,1
HX-O0268,2,1
HX-O0268,3,1
HX-O0268,4,1
HX-O0268,5,1
HX-O0268,6,1
HX-O0268,7,1
HX-O0268,8,1
HX-O0268,9,1
HX-O0268,10,2
HX-O0268,11,2
HX-O0268,12,2
HX-O0268,13,2
HX-O0268,14,2
HX-O0268,15,2
HX-O0268,16,2
HX-O0268,17,2
HX-O0268,18,2
HX-O0269,1,1
HX-O0269,2,1
HX-O0269,3,1
HX-O0269,4,1
HX-O0269,5,1
HX-O0269,6,2
HX-O0269,7,2
HX-O0269,8,2
HX-O0269,9,2
HX-O0269,10,3
HX-O0269,11,3
HX-O0269,12,3
HX-O0269,13,3
HX-O0269,14,3
HX-O0269,15,4
HX-O0269,16,4
HX-O0269,17,4
HX-O0269,18,4
HX-O0270,1,1
HX-O0270,2,1
HX-O0270,3,1
HX-O0270,4,1
HX-O0270,5,1
HX-O0270,6,1
HX-O0270,7,1
HX-O0270,8,1
HX-O0270,9,1
HX-O0270,10,1
HX-O0270,11,1
HX-O0270,12,1
HX-O0270,13,1
HX-O0270,14,1
HX-O0270,15,1
HX-O0270,16,1
HX-O0270,17,1
HX-O0270,18,1
HX-O0271,1,1
HX-O0271,2,1
HX-O0271,3,1
HX-O0271,4,1
HX-O0271,5,2
HX-O0271,6,2
HX-O0271,7,2
HX-O0271,8,2
HX-O0271,9,3
HX-O0271,10,3
HX-O0271,11,3
HX-O0271,12,4
HX-O0271,13,4
HX-O0271,14,4
HX-O0271,15,4
HX-O0271,16,5
HX-O0271,17,5
HX-O0271,18,5
HX-O0272,1,1
HX-O0272,2,1
HX-O0272,3,1
HX-O0272,4,1
HX-O0272,5,1
HX-O0272,6,1
HX-O0272,7,2
HX-O0272,8,2
HX-O0272,9,2
HX-O0272,10,2
HX-O0272,11,2
HX-O0272,12,2
HX-O0272,13,3
HX-O0272,14,3
HX-O0272,15,3
HX-O0272,16,3
HX-O0272,17,3
HX-O0272,18,3
HX-O0273,1,1
HX-O0273,2,1
HX-O0273,3,1
HX-O0273,4,1
HX-O0273,5,1
HX-O0273,6,1
HX-O0273,7,2
HX-O0273,8,2
HX-O0273,9,2
HX-O0273,10,2
HX-O0273,11,2
HX-O0273,12,2
HX-O0273,13,3
HX-O0273,14,3
HX-O0273,15,3
HX-O0273,16,3
HX-O0273,17,3
HX-O0273,18,3
HX-O0274,1,1
HX-O0274,2,1
HX-O0274,3,1
HX-O0274,4,1
HX-O0274,5,1
HX-O0274,6,1
HX-O0274,7,1
HX-O0274,8,1
HX-O0274,9,1
HX-O0274,10,1
HX-O0274,11,1
HX-O0274,12,1
HX-O0274,13,1
HX-O0274,14,1
HX-O0274,15,1
HX-O0274,16,1
HX-O0274,17,1
HX-O0274,18,1
HX-O0275,1,1
HX-O0275,2,1
HX-O0275,3,1
HX-O0275,4,1
HX-O0275,5,1
HX-O0275,6,2
HX-O0275,7,2
HX-O0275,8,2
HX-O0275,9,2
HX-O0275,10,3
HX-O0275,11,3
HX-O0275,12,3
HX-O0275,13,3
HX-O0275,14,3
HX-O0275,15,4
HX-O0275,16,4
HX-O0275,17,4
HX-O0275,18,4
HX-O0276,1,1
HX-O0276,2,1
HX-O0276,3,1
HX-O0276,4,1
HX-O0276,5,1
HX-O0276,6,2
HX-O0276,7,2
HX-O0276,8,2
HX-O0276,9,2
HX-O0276,10,3
HX-O0276,11,3
HX-O0276,12,3
HX-O0276,13,3
HX-O0276,14,3
HX-O0276,15,4
HX-O0276,16,4
HX-O0276,17,4
HX-O0276,18,4
HX-O0277,1,1
HX-O0277,2,1
HX-O0277,3,1
HX-O0277,4,1
HX-O0277,5,2
HX-O0277,6,2
HX-O0277,7,2
HX-O0277,8,2
HX-O0277,9,3
HX-O0277,10,3
HX-O0277,11,3
HX-O0277,12,4
HX-O0277,13,4
HX-O0277,14,4
HX-O0277,15,4
HX-O0277,16,5
HX-O0277,17,5
HX-O0277,18,5
HX-O0278,1,1
HX-O0278,2,1
HX-O0278,3,1
HX-O0278,4,1
HX-O0278,5,1
HX-O0278,6,1
HX-O0278,7,2
HX-O0278,8,2
HX-O0278,9,2
HX-O0278,10,2
HX-O0278,11,2
HX-O0278,12,2
HX-O0278,13,3
HX-O0278,14,3
HX-O0278,15,3
HX-O0278,16,3
HX-O0278,17,3
HX-O0278,18,3
HX-O0279,1,1
HX-O0279,2,1
HX-O0279,3,1
HX-O0279,4,1
HX-O0279,5,2
HX-O0279,6,2
HX-O0279,7,2
HX-O0279,8,2
HX-O0279,9,3
HX-O0279,10,3
HX-O0279,11,3
HX-O0279,12,4
HX-O0279,13,4
HX-O0279,14,4
HX-O0279,15,4
HX-O0279,16,5
HX-O0279,17,5
HX-O0279,18,5
HX-O0280,1,1
HX-O0280,2,1
HX-O0280,3,1
HX-O0280,4,1
HX-O0280,5,1
HX-O0280,6,1
HX-O0280,7,2
HX-O0280,8,2
HX-O0280,9,2
HX-O0280,10,2
HX-O0280,11,2
HX-O0280,12,2
HX-O0280,13,3
HX-O0280,14,3
HX-O0280,15,3
HX-O0280,16,3
HX-O0280,17,3
HX-O0280,18,3
HX-O0281,1,1
HX-O0281,2,1
HX-O0281,3,1
HX-O0281,4,1
HX-O0281,5,1
HX-O0281,6,2
HX-O0281,7,2
HX-O0281,8,2
HX-O0281,9,2
HX-O0281,10,3
HX-O0281,11,3
HX-O0281,12,3
HX-O0281,13,3
HX-O0281,14,3
HX-O0281,15,4
HX-O0281,16,4
HX-O0281,17,4
HX-O0281,18,4
HX-O0282,1,1
HX-O0282,2,1
HX-O0282,3,1
HX-O0282,4,1
HX-O0282,5,2
HX-O0282,6,2
HX-O0282,7,2
HX-O0282,8,2
HX-O0282,9,3
HX-O0282,10,3
HX-O0282,11,3
HX-O0282,12,4
HX-O0282,13,4
HX-O0282,14,4
HX-O0282,15,4
HX-O0282,16,5
HX-O0282,17,5
HX-O0282,18,5
HX-O0283,1,1
HX-O0283,2,1
HX-O0283,3,1
HX-O0283,4,1
HX-O0283,5,1
HX-O0283,6,1
HX-O0283,7,1
