entity_id,parent_id,segment,start_month,contract_term_months,cancellation_for_convenience,base_mrr_cents
AG-E1328,AG-P045,Upper mid-market,2023-01,36,false,633956
AG-E1329,AG-P080,Mid-market,2022-05,36,false,784833
AG-E1330,AG-P120,Upper mid-market,2023-07,12,false,310035
AG-E1331,AG-P060,Enterprise,2023-01,24,false,320310
AG-E1332,AG-P102,Upper mid-market,2023-05,24,false,464182
AG-E1333,AG-P064,Upper mid-market,2023-07,36,false,608025
AG-E1334,AG-P183,Enterprise,2022-06,36,false,942517
AG-E1335,AG-P108,Public sector,2022-08,24,false,269131
AG-E1336,AG-P158,Mid-market,2022-07,12,false,101743
AG-E1337,AG-P094,Upper mid-market,2022-10,36,false,425684
AG-E1338,AG-P094,Mid-market,2022-05,24,false,114818
AG-E1339,AG-P032,Enterprise,2023-01,36,false,390337
AG-E1340,AG-P007,Public sector,2022-07,36,false,248428
AG-E1341,AG-P128,Enterprise,2021-09,12,false,763593
AG-E1342,AG-P004,Mid-market,2022-04,24,false,147640
AG-E1343,AG-P080,Enterprise,2022-08,24,false,328708
AG-E1344,AG-P174,Enterprise,2023-04,36,true,171941
AG-E1345,AG-P135,Mid-market,2023-04,24,false,128083
AG-E1346,AG-P133,Mid-market,2023-02,24,false,407215
AG-E1347,AG-P023,Mid-market,2021-10,24,false,369230
AG-E1348,AG-P195,Mid-market,2022-11,24,false,1250883
AG-E1349,AG-P035,Upper mid-market,2022-05,36,false,1097629
AG-E1350,AG-P016,Mid-market,2022-09,36,false,1592113
AG-E1351,AG-P102,Enterprise,2021-11,24,false,198799
AG-E1352,AG-P164,Mid-market,2022-05,24,false,309666
AG-E1353,AG-P176,Mid-market,2022-12,36,false,263273
AG-E1354,AG-P047,Mid-market,2023-01,24,false,237005
AG-E1355,AG-P182,Enterprise,2023-01,24,false,332368
AG-E1356,AG-P080,Upper mid-market,2022-03,36,false,421348
AG-E1357,AG-P177,Mid-market,2022-12,12,false,388293
AG-E1358,AG-P035,Enterprise,2022-05,12,false,197403
AG-E1359,AG-P061,Upper mid-market,2022-12,12,false,324976
AG-E1360,AG-P094,Upper mid-market,2021-08,24,false,277127
AG-E1361,AG-P016,Enterprise,2021-09,24,true,241345
AG-E1362,AG-P041,Enterprise,2022-02,24,false,705237
AG-E1363,AG-P105,Public sector,2023-02,24,false,567625
AG-E1364,AG-P061,Upper mid-market,2022-09,24,false,400758
AG-E1365,AG-P091,Upper mid-market,2022-02,36,false,246701
AG-E1366,AG-P062,Mid-market,2022-10,12,false,621610
AG-E1367,AG-P140,Upper mid-market,2022-01,36,false,371848
AG-E1368,AG-P219,Upper mid-market,2021-10,12,false,595933
AG-E1369,AG-P084,Mid-market,2023-07,24,false,339984
AG-E1370,AG-P125,Public sector,2022-04,24,false,563707
AG-E1371,AG-P159,Mid-market,2022-01,24,false,1240128
AG-E1372,AG-P144,Public sector,2021-10,24,false,397386
AG-E1373,AG-P072,Mid-market,2022-09,36,false,325388
AG-E1374,AG-P158,Mid-market,2023-01,12,false,190110
AG-E1375,AG-P169,Public sector,2022-04,24,false,194670
AG-E1376,AG-P111,Upper mid-market,2023-07,24,false,1037881
AG-E1377,AG-P103,Mid-market,2023-01,12,false,762905
AG-E1378,AG-P192,Mid-market,2022-04,36,true,253555
AG-E1379,AG-P104,Upper mid-market,2023-04,12,false,237300
AG-E1380,AG-P007,Enterprise,2023-04,12,false,594165
AG-E1381,AG-P121,Enterprise,2023-04,36,false,318121
AG-E1382,AG-P140,Mid-market,2023-02,12,false,473725
AG-E1383,AG-P102,Mid-market,2022-03,24,false,706821
AG-E1384,AG-P198,Public sector,2022-10,36,false,612711
AG-E1385,AG-P029,Upper mid-market,2021-10,24,false,956110
AG-E1386,AG-P016,Upper mid-market,2023-07,12,false,350652
AG-E1387,AG-P089,Mid-market,2022-12,36,false,321141
AG-E1388,AG-P117,Upper mid-market,2022-12,12,false,444495
AG-E1389,AG-P004,Upper mid-market,2023-08,36,false,554039
AG-E1390,AG-P015,Upper mid-market,2022-03,24,false,157511
AG-E1391,AG-P159,Mid-market,2022-08,24,false,193872
AG-E1392,AG-P124,Enterprise,2022-11,12,false,904974
AG-E1393,AG-P080,Upper mid-market,2023-01,24,false,343072
AG-E1394,AG-P010,Upper mid-market,2021-12,24,false,108453
AG-E1395,AG-P007,Enterprise,2022-02,36,true,161503
AG-E1396,AG-P045,Enterprise,2022-06,24,false,188596
AG-E1397,AG-P063,Enterprise,2022-07,24,false,217796
AG-E1398,AG-P035,Enterprise,2021-11,12,false,215363
AG-E1399,AG-P069,Mid-market,2022-12,24,false,153064
AG-E1400,AG-P138,Upper mid-market,2022-02,24,false,88708
AG-E1401,AG-P072,Upper mid-market,2021-09,24,false,362799
AG-E1402,AG-P218,Enterprise,2022-02,24,false,919445
AG-E1403,AG-P069,Mid-market,2022-03,24,false,742311
AG-E1404,AG-P024,Mid-market,2022-10,12,false,177947
AG-E1405,AG-P060,Enterprise,2021-12,24,false,206750
AG-E1406,AG-P030,Enterprise,2022-09,24,false,332520
AG-E1407,AG-P007,Enterprise,2022-06,24,false,183946
AG-E1408,AG-P054,Enterprise,2022-08,24,false,871209
AG-E1409,AG-P010,Upper mid-market,2022-01,24,false,291863
AG-E1410,AG-P045,Public sector,2022-11,24,false,372270
AG-E1411,AG-P174,Mid-market,2022-12,36,false,163612
AG-E1412,AG-P006,Public sector,2021-08,24,true,736128
AG-E1413,AG-P109,Mid-market,2022-03,12,false,1068748
AG-E1414,AG-P036,Mid-market,2023-08,12,false,555519
AG-E1415,AG-P158,Upper mid-market,2022-07,36,false,315765
AG-E1416,AG-P078,Mid-market,2022-02,12,false,196989
AG-E1417,AG-P090,Upper mid-market,2022-08,36,false,286054
AG-E1418,AG-P037,Upper mid-market,2023-08,24,false,129661
AG-E1419,AG-P162,Enterprise,2022-03,36,false,132945
AG-E1420,AG-P067,Mid-market,2023-08,12,false,341075
AG-E1421,AG-P218,Mid-market,2022-11,24,false,87431
AG-E1422,AG-P041,Mid-market,2022-02,36,false,382109
AG-E1423,AG-P093,Upper mid-market,2022-08,36,false,132096
AG-E1424,AG-P059,Mid-market,2021-12,24,false,330409
AG-E1425,AG-P084,Enterprise,2021-10,12,false,343944
AG-E1426,AG-P217,Mid-market,2023-06,12,false,124989
AG-E1427,AG-P069,Upper mid-market,2021-10,12,false,505823
AG-E1428,AG-P197,Mid-market,2022-03,24,false,510045
AG-E1429,AG-P054,Enterprise,2022-11,24,true,157449
AG-E1430,AG-P190,Public sector,2022-05,24,false,314321
AG-E1431,AG-P090,Upper mid-market,2023-08,24,false,556132
AG-E1432,AG-P059,Upper mid-market,2022-04,24,false,381915
AG-E1433,AG-P065,Enterprise,2023-07,24,false,162522
AG-E1434,AG-P060,Mid-market,2023-05,12,false,356381
AG-E1435,AG-P203,Upper mid-market,2022-03,36,false,247618
AG-E1436,AG-P028,Upper mid-market,2022-03,24,false,169814
AG-E1437,AG-P113,Enterprise,2023-04,24,false,275243
AG-E1438,AG-P063,Mid-market,2023-07,12,false,106082
AG-E1439,AG-P029,Mid-market,2022-03,24,false,609878
AG-E1440,AG-P081,Upper mid-market,2023-02,36,false,216539
AG-E1441,AG-P015,Public sector,2023-01,24,false,312548
AG-E1442,AG-P161,Mid-market,2021-09,24,false,1261345
AG-E1443,AG-P023,Enterprise,2022-06,12,false,436599
AG-E1444,AG-P120,Public sector,2022-01,24,false,219674
AG-E1445,AG-P023,Upper mid-market,2022-06,24,false,211366
AG-E1446,AG-P201,Upper mid-market,2023-07,36,true,163764
AG-E1447,AG-P144,Public sector,2022-02,36,false,651011
AG-E1448,AG-P078,Upper mid-market,2021-09,24,false,198705
AG-E1449,AG-P192,Upper mid-market,2022-05,24,false,85000
AG-E1450,AG-P062,Mid-market,2021-09,36,false,98818
AG-E1451,AG-P094,Public sector,2021-10,24,false,171467
AG-E1452,AG-P160,Mid-market,2022-01,36,false,474139
AG-E1453,AG-P158,Enterprise,2023-08,24,false,148410
AG-E1454,AG-P043,Public sector,2023-08,12,false,183451
AG-E1455,AG-P165,Upper mid-market,2021-10,24,false,363872
AG-E1456,AG-P014,Mid-market,2022-08,24,false,325377
AG-E1457,AG-P015,Enterprise,2022-07,36,false,150351
AG-E1458,AG-P188,Upper mid-market,2023-08,24,false,1089687
AG-E1459,AG-P024,Upper mid-market,2022-07,12,false,125442
AG-E1460,AG-P106,Upper mid-market,2023-06,24,false,281698
AG-E1461,AG-P051,Mid-market,2023-06,24,false,183786
AG-E1462,AG-P113,Upper mid-market,2021-11,12,false,274027
AG-E1463,AG-P115,Upper mid-market,2022-12,24,true,465964
AG-E1464,AG-P072,Enterprise,2023-05,36,false,102059
AG-E1465,AG-P192,Enterprise,2021-08,24,false,645268
AG-E1466,AG-P126,Enterprise,2023-01,12,false,950501
AG-E1467,AG-P072,Enterprise,2022-05,24,false,602312
AG-E1468,AG-P160,Upper mid-market,2021-12,12,false,323962
AG-E1469,AG-P037,Enterprise,2022-01,24,false,408803
AG-E1470,AG-P036,Mid-market,2022-03,24,false,93705
AG-E1471,AG-P009,Public sector,2022-05,24,false,585014
AG-E1472,AG-P002,Public sector,2022-10,12,false,184484
AG-E1473,AG-P072,Mid-market,2023-07,24,false,251480
AG-E1474,AG-P144,Mid-market,2023-07,36,false,246105
AG-E1475,AG-P035,Public sector,2022-09,24,false,469383
AG-E1476,AG-P206,Enterprise,2022-03,12,false,115144
AG-E1477,AG-P007,Upper mid-market,2022-04,24,false,179405
AG-E1478,AG-P102,Enterprise,2022-05,24,false,212059
AG-E1479,AG-P059,Mid-market,2022-11,12,false,165262
AG-E1480,AG-P045,Enterprise,2023-05,24,true,516868
AG-E1481,AG-P148,Upper mid-market,2023-07,24,false,90437
AG-E1482,AG-P128,Mid-market,2023-07,36,false,277133
AG-E1483,AG-P011,Enterprise,2022-03,36,false,291847
AG-E1484,AG-P009,Mid-market,2021-12,24,false,410888
AG-E1485,AG-P128,Upper mid-market,2021-10,24,false,284054
AG-E1486,AG-P016,Enterprise,2022-06,24,false,185372
AG-E1487,AG-P020,Enterprise,2021-12,24,false,127865
AG-E1488,AG-P091,Upper mid-market,2023-02,24,false,294221
AG-E1489,AG-P164,Mid-market,2022-11,12,false,398354
AG-E1490,AG-P205,Upper mid-market,2021-12,24,false,493628
AG-E1491,AG-P041,Upper mid-market,2023-03,24,false,261356
AG-E1492,AG-P036,Public sector,2022-06,12,false,185389
AG-E1493,AG-P080,Upper mid-market,2023-08,12,false,458758
AG-E1494,AG-P077,Mid-market,2023-07,24,false,141342
AG-E1495,AG-P015,Mid-market,2022-06,36,false,401514
AG-E1496,AG-P162,Upper mid-market,2022-10,12,false,1539055
AG-E1497,AG-P142,Upper mid-market,2021-10,36,true,148967
AG-E1498,AG-P024,Upper mid-market,2023-08,36,false,552940
AG-E1499,AG-P010,Public sector,2023-01,12,false,425778
AG-E1500,AG-P035,Enterprise,2023-01,24,false,394316
AG-E1501,AG-P164,Mid-market,2022-03,12,false,422463
AG-E1502,AG-P133,Upper mid-market,2022-01,12,false,365978
AG-E1503,AG-P102,Enterprise,2022-08,12,false,85000
AG-E1504,AG-P183,Mid-market,2022-04,24,false,88601
AG-E1505,AG-P064,Upper mid-market,2023-01,24,false,495078
AG-E1506,AG-P212,Mid-market,2023-04,24,false,97951
AG-E1507,AG-P126,Upper mid-market,2021-12,24,false,619797
AG-E1508,AG-P119,Mid-market,2021-10,12,false,110238
AG-E1509,AG-P206,Upper mid-market,2022-06,24,false,366460
AG-E1510,AG-P061,Mid-market,2022-09,12,false,168872
AG-E1511,AG-P140,Mid-market,2023-02,36,false,135924
AG-E1512,AG-P053,Enterprise,2022-01,24,false,500943
AG-E1513,AG-P024,Upper mid-market,2023-03,12,false,462994
AG-E1514,AG-P050,Mid-market,2022-06,12,true,291995
AG-E1515,AG-P007,Public sector,2022-06,24,false,349956
AG-E1516,AG-P190,Upper mid-market,2022-08,24,false,545206
AG-E1517,AG-P024,Public sector,2021-12,36,false,126025
AG-E1518,AG-P049,Public sector,2021-12,24,false,298017
AG-E1519,AG-P199,Mid-market,2022-01,12,false,174553
AG-E1520,AG-P027,Mid-market,2021-10,24,false,332220
AG-E1521,AG-P102,Upper mid-market,2023-01,36,false,542877
AG-E1522,AG-P198,Upper mid-market,2021-08,12,false,742669
AG-E1523,AG-P001,Mid-market,2022-02,24,false,142710
AG-E1524,AG-P102,Mid-market,2022-07,24,false,280634
AG-E1525,AG-P023,Enterprise,2022-08,12,false,290394
AG-E1526,AG-P192,Upper mid-market,2022-05,24,false,409390
AG-E1527,AG-P163,Public sector,2022-06,24,false,467872
AG-E1528,AG-P184,Mid-market,2022-12,24,false,107775
AG-E1529,AG-P007,Upper mid-market,2021-10,24,false,458194
AG-E1530,AG-P010,Upper mid-market,2022-10,12,false,189312
AG-E1531,AG-P112,Public sector,2022-09,24,true,369319
AG-E1532,AG-P065,Public sector,2022-02,36,false,199459
AG-E1533,AG-P016,Enterprise,2023-07,12,false,905656
AG-E1534,AG-P093,Mid-market,2022-09,36,false,317800
AG-E1535,AG-P198,Upper mid-market,2022-04,24,false,112857
AG-E1536,AG-P027,Upper mid-market,2022-03,24,false,785306
AG-E1537,AG-P052,Mid-market,2022-05,24,false,566463
AG-E1538,AG-P084,Upper mid-market,2022-03,12,false,160693
AG-E1539,AG-P093,Upper mid-market,2023-08,12,false,342077
AG-E1540,AG-P078,Upper mid-market,2022-03,12,false,111371
AG-E1541,AG-P045,Upper mid-market,2021-12,24,false,170177
AG-E1542,AG-P197,Public sector,2021-11,36,false,437046
AG-E1543,AG-P028,Enterprise,2021-10,24,false,438039
AG-E1544,AG-P165,Upper mid-market,2022-06,24,false,195245
AG-E1545,AG-P032,Mid-market,2022-10,24,false,177102
AG-E1546,AG-P020,Mid-market,2021-11,24,false,380854
AG-E1547,AG-P144,Public sector,2022-01,12,false,193762
AG-E1548,AG-P179,Mid-market,2022-08,24,true,193571
AG-E1549,AG-P109,Upper mid-market,2023-05,24,false,763935
AG-E1550,AG-P116,Mid-market,2022-11,24,false,149400
AG-E1551,AG-P084,Public sector,2023-04,24,false,198480
AG-E1552,AG-P006,Upper mid-market,2022-05,36,false,1217625
AG-E1553,AG-P103,Public sector,2022-09,12,false,1024187
AG-E1554,AG-P007,Mid-market,2022-06,24,false,434378
AG-E1555,AG-P064,Mid-market,2022-02,36,false,296970
AG-E1556,AG-P091,Public sector,2023-04,12,false,558802
AG-E1557,AG-P162,Mid-market,2022-08,36,false,274792
AG-E1558,AG-P190,Mid-market,2023-03,24,false,195175
AG-E1559,AG-P010,Mid-market,2021-11,24,false,330658
AG-E1560,AG-P158,Mid-market,2022-04,12,false,271706
AG-E1561,AG-P068,Public sector,2021-10,36,false,533178
AG-E1562,AG-P061,Upper mid-market,2022-10,24,false,241914
AG-E1563,AG-P010,Mid-market,2021-11,12,false,215853
AG-E1564,AG-P093,Mid-market,2021-11,24,false,311086
AG-E1565,AG-P080,Enterprise,2021-08,24,true,754221
AG-E1566,AG-P158,Enterprise,2021-09,12,false,456551
AG-E1567,AG-P173,Upper mid-market,2021-10,12,false,386743
AG-E1568,AG-P091,Mid-market,2023-02,12,false,306473
AG-E1569,AG-P024,Mid-market,2022-06,36,false,460441
AG-E1570,AG-P218,Mid-market,2022-02,24,false,194137
AG-E1571,AG-P072,Mid-market,2022-01,24,false,506069
AG-E1572,AG-P133,Public sector,2021-11,12,false,576226
AG-E1573,AG-P159,Public sector,2023-02,12,false,153136
AG-E1574,AG-P158,Upper mid-market,2023-01,24,false,231848
AG-E1575,AG-P107,Mid-market,2022-10,24,false,630072
AG-E1576,AG-P016,Mid-market,2021-12,24,false,660503
AG-E1577,AG-P061,Mid-market,2022-04,24,false,244028
AG-E1578,AG-P106,Upper mid-market,2021-08,24,false,281166
AG-E1579,AG-P036,Mid-market,2021-10,24,false,293674
AG-E1580,AG-P015,Mid-market,2022-12,36,false,308332
AG-E1581,AG-P158,Enterprise,2022-05,24,false,311541
AG-E1582,AG-P050,Upper mid-market,2022-02,24,true,286442
AG-E1583,AG-P004,Enterprise,2023-08,24,false,313714
AG-E1584,AG-P050,Enterprise,2022-02,12,false,400502
AG-E1585,AG-P137,Public sector,2022-12,36,false,317801
AG-E1586,AG-P056,Enterprise,2022-01,24,false,335684
AG-E1587,AG-P078,Public sector,2022-07,36,false,344504
AG-E1588,AG-P016,Mid-market,2022-07,12,false,416669
AG-E1589,AG-P018,Upper mid-market,2022-08,24,false,449080
AG-E1590,AG-P029,Public sector,2022-01,24,false,760607
AG-E1591,AG-P054,Upper mid-market,2022-07,24,false,440754
AG-E1592,AG-P154,Mid-market,2022-08,36,false,112732
AG-E1593,AG-P029,Public sector,2022-08,12,false,184046
AG-E1594,AG-P204,Mid-market,2021-12,36,false,396613
AG-E1595,AG-P065,Upper mid-market,2022-01,36,false,795317
AG-E1596,AG-P023,Mid-market,2021-09,12,false,132377
AG-E1597,AG-P121,Public sector,2023-02,24,false,319131
AG-E1598,AG-P031,Public sector,2022-08,24,false,431787
AG-E1599,AG-P128,Upper mid-market,2022-08,24,true,139295
AG-E1600,AG-P031,Upper mid-market,2021-10,36,false,394371
