month,entity_id,parent_id,segment,active,mrr_cents,usage_units,support_tickets,credit_cents
2024-12,AG-E1530,AG-P010,Upper mid-market,1,217158,99,4,0
2025-01,AG-E1530,AG-P010,Upper mid-market,1,217549,100,3,0
2025-02,AG-E1530,AG-P010,Upper mid-market,1,217941,95,4,0
2025-03,AG-E1530,AG-P010,Upper mid-market,1,218333,102,2,0
2025-04,AG-E1530,AG-P010,Upper mid-market,1,218726,98,3,0
2025-05,AG-E1530,AG-P010,Upper mid-market,1,219120,92,5,0
2025-06,AG-E1530,AG-P010,Upper mid-market,1,219514,98,2,0
2025-07,AG-E1530,AG-P010,Upper mid-market,1,219909,103,1,0
2025-08,AG-E1530,AG-P010,Upper mid-market,1,220305,103,1,0
2025-09,AG-E1530,AG-P010,Upper mid-market,1,220702,105,6,0
2025-10,AG-E1530,AG-P010,Upper mid-market,1,227732,94,0,0
2025-11,AG-E1530,AG-P010,Upper mid-market,1,228142,102,5,0
2025-12,AG-E1530,AG-P010,Upper mid-market,1,228553,103,2,0
2026-01,AG-E1530,AG-P010,Upper mid-market,1,228964,103,3,0
2026-02,AG-E1530,AG-P010,Upper mid-market,1,229376,108,4,0
2026-03,AG-E1530,AG-P010,Upper mid-market,1,229789,100,3,0
2026-04,AG-E1530,AG-P010,Upper mid-market,1,230203,106,2,0
2026-05,AG-E1530,AG-P010,Upper mid-market,1,230617,110,4,0
2026-06,AG-E1530,AG-P010,Upper mid-market,1,231032,101,3,1386
2026-07,AG-E1530,AG-P010,Upper mid-market,1,231448,102,1,0
2022-09,AG-E1531,AG-P112,Public sector,1,381162,164,3,0
2022-10,AG-E1531,AG-P112,Public sector,1,381927,168,0,0
2022-11,AG-E1531,AG-P112,Public sector,1,382694,177,4,0
2022-12,AG-E1531,AG-P112,Public sector,1,383462,176,1,0
2023-01,AG-E1531,AG-P112,Public sector,1,384232,177,5,0
2023-02,AG-E1531,AG-P112,Public sector,1,385004,179,0,0
2023-03,AG-E1531,AG-P112,Public sector,1,385777,171,2,0
2023-04,AG-E1531,AG-P112,Public sector,1,386552,170,2,0
2023-05,AG-E1531,AG-P112,Public sector,1,387328,178,2,0
2023-06,AG-E1531,AG-P112,Public sector,1,388106,161,1,0
2023-07,AG-E1531,AG-P112,Public sector,1,388885,174,6,0
2023-08,AG-E1531,AG-P112,Public sector,1,389666,166,2,0
2023-09,AG-E1531,AG-P112,Public sector,1,402162,189,1,0
2023-10,AG-E1531,AG-P112,Public sector,1,402970,190,7,0
2023-11,AG-E1531,AG-P112,Public sector,1,403779,180,4,0
2023-12,AG-E1531,AG-P112,Public sector,1,404590,188,2,0
2024-01,AG-E1531,AG-P112,Public sector,1,405402,178,5,0
2024-02,AG-E1531,AG-P112,Public sector,1,406216,197,2,0
2024-03,AG-E1531,AG-P112,Public sector,1,407032,189,3,0
2024-04,AG-E1531,AG-P112,Public sector,1,407849,177,4,0
2024-05,AG-E1531,AG-P112,Public sector,1,408668,182,2,0
2024-06,AG-E1531,AG-P112,Public sector,1,409489,194,5,2456
2024-07,AG-E1531,AG-P112,Public sector,1,410311,189,3,0
2024-08,AG-E1531,AG-P112,Public sector,1,411135,173,2,0
2024-09,AG-E1531,AG-P112,Public sector,1,424319,179,2,0
2024-10,AG-E1531,AG-P112,Public sector,1,425171,182,1,0
2024-11,AG-E1531,AG-P112,Public sector,1,426025,193,6,0
2024-12,AG-E1531,AG-P112,Public sector,1,426881,198,3,0
2025-01,AG-E1531,AG-P112,Public sector,1,427738,194,1,0
2025-02,AG-E1531,AG-P112,Public sector,1,428597,193,2,0
2025-03,AG-E1531,AG-P112,Public sector,1,429458,197,3,0
2025-04,AG-E1531,AG-P112,Public sector,1,430320,213,7,0
2025-05,AG-E1531,AG-P112,Public sector,1,431184,195,0,0
2025-06,AG-E1531,AG-P112,Public sector,1,432050,190,1,0
2025-07,AG-E1531,AG-P112,Public sector,1,432918,194,2,0
2025-08,AG-E1531,AG-P112,Public sector,1,433787,199,0,0
2025-09,AG-E1531,AG-P112,Public sector,1,447698,205,1,0
2025-10,AG-E1531,AG-P112,Public sector,1,448597,199,3,0
2025-11,AG-E1531,AG-P112,Public sector,1,449498,209,3,0
2025-12,AG-E1531,AG-P112,Public sector,1,450401,204,5,0
2026-01,AG-E1531,AG-P112,Public sector,1,451305,199,3,0
2026-02,AG-E1531,AG-P112,Public sector,1,452211,211,2,0
2026-03,AG-E1531,AG-P112,Public sector,1,453119,210,3,0
2026-04,AG-E1531,AG-P112,Public sector,1,454029,202,3,0
2026-05,AG-E1531,AG-P112,Public sector,1,454941,220,1,2729
2026-06,AG-E1531,AG-P112,Public sector,1,455855,209,2,0
2026-07,AG-E1531,AG-P112,Public sector,1,456770,204,3,0
2022-02,AG-E1532,AG-P065,Public sector,1,205813,95,3,0
2022-03,AG-E1532,AG-P065,Public sector,1,206183,82,3,0
2022-04,AG-E1532,AG-P065,Public sector,1,206554,94,1,0
2022-05,AG-E1532,AG-P065,Public sector,1,206926,97,2,0
2022-06,AG-E1532,AG-P065,Public sector,1,207298,100,1,1243
2022-07,AG-E1532,AG-P065,Public sector,1,207671,94,1,0
2022-08,AG-E1532,AG-P065,Public sector,1,208045,97,3,0
2022-09,AG-E1532,AG-P065,Public sector,1,208419,90,3,0
2022-10,AG-E1532,AG-P065,Public sector,1,208794,87,1,0
2022-11,AG-E1532,AG-P065,Public sector,1,209170,97,3,0
2022-12,AG-E1532,AG-P065,Public sector,1,209547,94,6,0
2023-01,AG-E1532,AG-P065,Public sector,1,209924,94,4,0
2023-02,AG-E1532,AG-P065,Public sector,1,216611,97,2,0
2023-03,AG-E1532,AG-P065,Public sector,1,217001,105,3,0
2023-04,AG-E1532,AG-P065,Public sector,1,217392,104,2,0
2023-05,AG-E1532,AG-P065,Public sector,1,217783,100,2,0
2023-06,AG-E1532,AG-P065,Public sector,1,218175,102,1,0
2023-07,AG-E1532,AG-P065,Public sector,1,218568,97,3,0
2023-08,AG-E1532,AG-P065,Public sector,1,218961,92,1,0
2023-09,AG-E1532,AG-P065,Public sector,1,219355,104,2,0
2023-10,AG-E1532,AG-P065,Public sector,1,219750,104,2,0
2023-11,AG-E1532,AG-P065,Public sector,1,220146,96,1,0
2023-12,AG-E1532,AG-P065,Public sector,1,220542,98,6,0
2024-01,AG-E1532,AG-P065,Public sector,1,220939,96,1,0
2024-02,AG-E1532,AG-P065,Public sector,1,227977,109,6,0
2024-03,AG-E1532,AG-P065,Public sector,1,228387,105,2,0
2024-04,AG-E1532,AG-P065,Public sector,1,228798,111,3,0
2024-05,AG-E1532,AG-P065,Public sector,1,229210,106,1,1375
2024-06,AG-E1532,AG-P065,Public sector,1,229623,105,5,0
2024-07,AG-E1532,AG-P065,Public sector,1,230036,106,2,0
2024-08,AG-E1532,AG-P065,Public sector,1,230450,107,2,0
2024-09,AG-E1532,AG-P065,Public sector,1,230865,103,3,0
2024-10,AG-E1532,AG-P065,Public sector,1,231281,99,3,0
2024-11,AG-E1532,AG-P065,Public sector,1,231697,105,2,0
2024-12,AG-E1532,AG-P065,Public sector,1,232114,107,3,0
2025-01,AG-E1532,AG-P065,Public sector,1,232532,108,6,0
2025-02,AG-E1532,AG-P065,Public sector,1,239939,109,6,0
2025-03,AG-E1532,AG-P065,Public sector,1,240371,106,1,0
2025-04,AG-E1532,AG-P065,Public sector,1,240804,110,2,0
2025-05,AG-E1532,AG-P065,Public sector,1,241237,107,4,0
2025-06,AG-E1532,AG-P065,Public sector,1,241671,108,2,0
2025-07,AG-E1532,AG-P065,Public sector,1,242106,112,1,0
2025-08,AG-E1532,AG-P065,Public sector,1,242542,113,5,0
2025-09,AG-E1532,AG-P065,Public sector,1,242979,109,4,0
2025-10,AG-E1532,AG-P065,Public sector,1,243416,109,0,0
2025-11,AG-E1532,AG-P065,Public sector,1,243854,104,3,0
2025-12,AG-E1532,AG-P065,Public sector,1,244293,105,2,0
2026-01,AG-E1532,AG-P065,Public sector,1,244733,101,4,0
2026-02,AG-E1532,AG-P065,Public sector,1,252529,112,4,0
2026-03,AG-E1532,AG-P065,Public sector,1,252984,115,1,0
2026-04,AG-E1532,AG-P065,Public sector,1,253439,118,2,1520
2026-05,AG-E1532,AG-P065,Public sector,1,253895,117,3,0
2026-06,AG-E1532,AG-P065,Public sector,1,254352,115,3,0
2026-07,AG-E1532,AG-P065,Public sector,1,254810,107,4,0
2023-07,AG-E1533,AG-P016,Enterprise,1,934832,422,3,0
2023-08,AG-E1533,AG-P016,Enterprise,1,936843,422,4,0
2023-09,AG-E1533,AG-P016,Enterprise,1,938858,415,4,0
2023-10,AG-E1533,AG-P016,Enterprise,1,940877,443,3,0
2023-11,AG-E1533,AG-P016,Enterprise,1,942901,457,0,0
2023-12,AG-E1533,AG-P016,Enterprise,1,944929,444,4,0
2024-01,AG-E1533,AG-P016,Enterprise,1,946961,439,0,0
2024-02,AG-E1533,AG-P016,Enterprise,1,948998,436,1,0
2024-03,AG-E1533,AG-P016,Enterprise,1,951039,414,3,0
2024-04,AG-E1533,AG-P016,Enterprise,1,953084,448,1,5718
2024-05,AG-E1533,AG-P016,Enterprise,1,955134,432,1,0
2024-06,AG-E1533,AG-P016,Enterprise,1,957188,449,4,0
2024-07,AG-E1533,AG-P016,Enterprise,1,988024,463,2,0
2024-08,AG-E1533,AG-P016,Enterprise,1,990149,477,1,0
2024-09,AG-E1533,AG-P016,Enterprise,1,992279,487,1,0
2024-10,AG-E1533,AG-P016,Enterprise,1,994413,427,4,0
2024-11,AG-E1533,AG-P016,Enterprise,1,996552,441,4,0
2024-12,AG-E1533,AG-P016,Enterprise,1,998695,452,3,0
2025-01,AG-E1533,AG-P016,Enterprise,1,1000843,480,3,0
2025-02,AG-E1533,AG-P016,Enterprise,1,1002996,437,1,0
2025-03,AG-E1533,AG-P016,Enterprise,1,1005153,458,2,0
2025-04,AG-E1533,AG-P016,Enterprise,1,1007315,450,4,0
2025-05,AG-E1533,AG-P016,Enterprise,1,1009482,444,2,0
2025-06,AG-E1533,AG-P016,Enterprise,1,1011653,466,4,0
2025-07,AG-E1533,AG-P016,Enterprise,1,1044244,483,3,0
2025-08,AG-E1533,AG-P016,Enterprise,1,1046490,482,7,0
2025-09,AG-E1533,AG-P016,Enterprise,1,1048741,477,2,0
2025-10,AG-E1533,AG-P016,Enterprise,1,1050997,471,4,0
2025-11,AG-E1533,AG-P016,Enterprise,1,1053257,449,2,0
2025-12,AG-E1533,AG-P016,Enterprise,1,1055522,462,1,0
2026-01,AG-E1533,AG-P016,Enterprise,1,1057792,485,1,0
2026-02,AG-E1533,AG-P016,Enterprise,1,1060067,446,2,0
2026-03,AG-E1533,AG-P016,Enterprise,1,1062347,479,3,6374
2026-04,AG-E1533,AG-P016,Enterprise,1,1064632,522,1,0
2026-05,AG-E1533,AG-P016,Enterprise,1,1066922,523,3,0
2026-06,AG-E1533,AG-P016,Enterprise,1,1069217,456,2,0
2026-07,AG-E1533,AG-P016,Enterprise,1,1103662,490,1,0
2022-09,AG-E1534,AG-P093,Mid-market,1,328110,149,3,0
2022-10,AG-E1534,AG-P093,Mid-market,1,328888,144,4,0
2022-11,AG-E1534,AG-P093,Mid-market,1,329667,165,1,0
2022-12,AG-E1534,AG-P093,Mid-market,1,330448,153,6,0
2023-01,AG-E1534,AG-P093,Mid-market,1,331231,146,0,0
2023-02,AG-E1534,AG-P093,Mid-market,1,332016,151,1,0
2023-03,AG-E1534,AG-P093,Mid-market,1,332803,140,1,0
2023-04,AG-E1534,AG-P093,Mid-market,1,333592,148,1,0
2023-05,AG-E1534,AG-P093,Mid-market,1,334383,151,1,0
2023-06,AG-E1534,AG-P093,Mid-market,1,335175,154,3,0
2023-07,AG-E1534,AG-P093,Mid-market,1,335969,156,1,0
2023-08,AG-E1534,AG-P093,Mid-market,1,336765,158,3,0
2023-09,AG-E1534,AG-P093,Mid-market,1,347690,163,1,0
2023-10,AG-E1534,AG-P093,Mid-market,1,348514,155,1,0
2023-11,AG-E1534,AG-P093,Mid-market,1,349340,164,4,0
2023-12,AG-E1534,AG-P093,Mid-market,1,350168,163,1,0
2024-01,AG-E1534,AG-P093,Mid-market,1,350998,165,2,0
2024-02,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2024-03,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2024-04,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2024-05,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2024-06,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2024-07,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2024-08,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2024-09,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2024-10,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2024-11,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2024-12,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-01,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-02,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-03,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-04,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-05,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-06,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-07,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-08,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-09,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-10,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-11,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2025-12,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2026-01,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2026-02,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2026-03,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2026-04,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2026-05,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2026-06,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2026-07,AG-E1534,AG-P093,Mid-market,0,0,0,0,0
2022-04,AG-E1535,AG-P198,Upper mid-market,1,116452,54,4,0
2022-05,AG-E1535,AG-P198,Upper mid-market,1,116662,50,2,0
2022-06,AG-E1535,AG-P198,Upper mid-market,1,116872,54,3,0
2022-07,AG-E1535,AG-P198,Upper mid-market,1,117082,51,3,0
2022-08,AG-E1535,AG-P198,Upper mid-market,1,117293,52,3,0
2022-09,AG-E1535,AG-P198,Upper mid-market,1,117504,53,3,0
2022-10,AG-E1535,AG-P198,Upper mid-market,1,117716,54,4,0
2022-11,AG-E1535,AG-P198,Upper mid-market,1,117928,51,3,0
2022-12,AG-E1535,AG-P198,Upper mid-market,1,118140,57,2,0
2023-01,AG-E1535,AG-P198,Upper mid-market,1,118353,52,0,0
2023-02,AG-E1535,AG-P198,Upper mid-market,1,118566,58,1,0
2023-03,AG-E1535,AG-P198,Upper mid-market,1,118779,53,1,0
2023-04,AG-E1535,AG-P198,Upper mid-market,1,122563,56,4,0
2023-05,AG-E1535,AG-P198,Upper mid-market,1,122784,57,4,0
2023-06,AG-E1535,AG-P198,Upper mid-market,1,123005,54,3,0
2023-07,AG-E1535,AG-P198,Upper mid-market,1,123226,54,4,0
2023-08,AG-E1535,AG-P198,Upper mid-market,1,123448,57,0,0
2023-09,AG-E1535,AG-P198,Upper mid-market,1,123670,57,4,0
2023-10,AG-E1535,AG-P198,Upper mid-market,1,123893,51,0,0
2023-11,AG-E1535,AG-P198,Upper mid-market,1,124116,56,1,0
2023-12,AG-E1535,AG-P198,Upper mid-market,1,124339,53,3,0
2024-01,AG-E1535,AG-P198,Upper mid-market,1,124563,59,5,0
2024-02,AG-E1535,AG-P198,Upper mid-market,1,124787,57,0,748
2024-03,AG-E1535,AG-P198,Upper mid-market,1,125012,57,2,0
2024-04,AG-E1535,AG-P198,Upper mid-market,1,128994,57,4,0
2024-05,AG-E1535,AG-P198,Upper mid-market,1,129226,57,2,0
2024-06,AG-E1535,AG-P198,Upper mid-market,1,129459,55,4,0
2024-07,AG-E1535,AG-P198,Upper mid-market,1,129692,59,5,0
2024-08,AG-E1535,AG-P198,Upper mid-market,1,129925,57,6,0
2024-09,AG-E1535,AG-P198,Upper mid-market,1,130159,59,4,0
2024-10,AG-E1535,AG-P198,Upper mid-market,1,130393,58,4,0
2024-11,AG-E1535,AG-P198,Upper mid-market,1,130628,54,3,0
2024-12,AG-E1535,AG-P198,Upper mid-market,1,130863,56,4,0
2025-01,AG-E1535,AG-P198,Upper mid-market,1,131099,59,2,0
2025-02,AG-E1535,AG-P198,Upper mid-market,1,131335,62,2,0
2025-03,AG-E1535,AG-P198,Upper mid-market,1,131571,62,4,0
2025-04,AG-E1535,AG-P198,Upper mid-market,1,135762,63,2,0
2025-05,AG-E1535,AG-P198,Upper mid-market,1,136006,63,1,0
2025-06,AG-E1535,AG-P198,Upper mid-market,1,136251,64,1,0
2025-07,AG-E1535,AG-P198,Upper mid-market,1,136496,64,2,0
2025-08,AG-E1535,AG-P198,Upper mid-market,1,136742,57,2,0
2025-09,AG-E1535,AG-P198,Upper mid-market,1,136988,60,0,0
2025-10,AG-E1535,AG-P198,Upper mid-market,1,137235,61,0,0
2025-11,AG-E1535,AG-P198,Upper mid-market,1,137482,62,1,0
2025-12,AG-E1535,AG-P198,Upper mid-market,1,137729,62,2,0
2026-01,AG-E1535,AG-P198,Upper mid-market,1,137977,63,3,827
2026-02,AG-E1535,AG-P198,Upper mid-market,1,138225,62,2,0
2026-03,AG-E1535,AG-P198,Upper mid-market,1,138474,63,1,0
2026-04,AG-E1535,AG-P198,Upper mid-market,1,142885,64,0,0
2026-05,AG-E1535,AG-P198,Upper mid-market,1,143142,69,3,0
2026-06,AG-E1535,AG-P198,Upper mid-market,1,143400,67,2,0
2026-07,AG-E1535,AG-P198,Upper mid-market,1,143658,62,1,0
2022-03,AG-E1536,AG-P027,Upper mid-market,1,810321,370,1,0
2022-04,AG-E1536,AG-P027,Upper mid-market,1,811780,387,5,0
2022-05,AG-E1536,AG-P027,Upper mid-market,1,813241,376,3,0
2022-06,AG-E1536,AG-P027,Upper mid-market,1,814705,373,4,0
2022-07,AG-E1536,AG-P027,Upper mid-market,1,816171,352,0,0
2022-08,AG-E1536,AG-P027,Upper mid-market,1,817640,380,9,0
2022-09,AG-E1536,AG-P027,Upper mid-market,1,819112,354,3,0
2022-10,AG-E1536,AG-P027,Upper mid-market,1,820586,344,2,0
2022-11,AG-E1536,AG-P027,Upper mid-market,1,822063,377,2,0
2022-12,AG-E1536,AG-P027,Upper mid-market,1,823543,374,1,0
2023-01,AG-E1536,AG-P027,Upper mid-market,1,825025,381,2,0
2023-02,AG-E1536,AG-P027,Upper mid-market,1,826510,369,2,0
2023-03,AG-E1536,AG-P027,Upper mid-market,1,852838,383,2,0
2023-04,AG-E1536,AG-P027,Upper mid-market,1,854373,412,0,0
2023-05,AG-E1536,AG-P027,Upper mid-market,1,855911,360,2,0
2023-06,AG-E1536,AG-P027,Upper mid-market,1,857452,407,1,0
2023-07,AG-E1536,AG-P027,Upper mid-market,1,858995,393,4,0
2023-08,AG-E1536,AG-P027,Upper mid-market,1,860541,404,7,0
2023-09,AG-E1536,AG-P027,Upper mid-market,1,862090,406,1,0
2023-10,AG-E1536,AG-P027,Upper mid-market,1,863642,384,0,0
2023-11,AG-E1536,AG-P027,Upper mid-market,1,865197,401,4,0
2023-12,AG-E1536,AG-P027,Upper mid-market,1,866754,408,4,0
2024-01,AG-E1536,AG-P027,Upper mid-market,1,868314,422,2,5209
2024-02,AG-E1536,AG-P027,Upper mid-market,1,869877,427,3,0
2024-03,AG-E1536,AG-P027,Upper mid-market,1,897586,404,2,0
2024-04,AG-E1536,AG-P027,Upper mid-market,1,899202,395,2,0
2024-05,AG-E1536,AG-P027,Upper mid-market,1,900821,394,5,0
2024-06,AG-E1536,AG-P027,Upper mid-market,1,902442,400,3,0
2024-07,AG-E1536,AG-P027,Upper mid-market,1,904066,400,6,0
2024-08,AG-E1536,AG-P027,Upper mid-market,1,905693,426,5,0
2024-09,AG-E1536,AG-P027,Upper mid-market,1,907323,420,0,0
2024-10,AG-E1536,AG-P027,Upper mid-market,1,908956,439,2,0
2024-11,AG-E1536,AG-P027,Upper mid-market,1,910592,417,3,0
2024-12,AG-E1536,AG-P027,Upper mid-market,1,912231,429,1,0
2025-01,AG-E1536,AG-P027,Upper mid-market,1,913873,411,3,0
2025-02,AG-E1536,AG-P027,Upper mid-market,1,915518,433,1,0
2025-03,AG-E1536,AG-P027,Upper mid-market,1,944681,455,4,0
2025-04,AG-E1536,AG-P027,Upper mid-market,1,946381,432,4,0
2025-05,AG-E1536,AG-P027,Upper mid-market,1,948084,410,6,0
2025-06,AG-E1536,AG-P027,Upper mid-market,1,949791,428,2,0
2025-07,AG-E1536,AG-P027,Upper mid-market,1,951501,451,3,0
2025-08,AG-E1536,AG-P027,Upper mid-market,1,953214,423,1,0
2025-09,AG-E1536,AG-P027,Upper mid-market,1,954930,446,1,0
2025-10,AG-E1536,AG-P027,Upper mid-market,1,956649,419,3,0
2025-11,AG-E1536,AG-P027,Upper mid-market,1,958371,446,3,0
2025-12,AG-E1536,AG-P027,Upper mid-market,1,960096,459,3,5760
2026-01,AG-E1536,AG-P027,Upper mid-market,1,961824,466,2,0
2026-02,AG-E1536,AG-P027,Upper mid-market,1,963555,460,5,0
2026-03,AG-E1536,AG-P027,Upper mid-market,1,994248,426,5,0
2026-04,AG-E1536,AG-P027,Upper mid-market,1,996038,461,3,0
2026-05,AG-E1536,AG-P027,Upper mid-market,1,997831,443,1,0
2026-06,AG-E1536,AG-P027,Upper mid-market,1,999627,435,1,0
2026-07,AG-E1536,AG-P027,Upper mid-market,1,1001426,446,7,0
2022-05,AG-E1537,AG-P052,Mid-market,1,584507,264,3,0
2022-06,AG-E1537,AG-P052,Mid-market,1,585559,270,4,0
2022-07,AG-E1537,AG-P052,Mid-market,1,586613,272,0,0
2022-08,AG-E1537,AG-P052,Mid-market,1,587669,293,3,0
2022-09,AG-E1537,AG-P052,Mid-market,1,588727,283,5,0
2022-10,AG-E1537,AG-P052,Mid-market,1,589787,270,2,0
2022-11,AG-E1537,AG-P052,Mid-market,1,590849,286,0,0
2022-12,AG-E1537,AG-P052,Mid-market,1,591913,261,2,0
2023-01,AG-E1537,AG-P052,Mid-market,1,592978,280,6,0
2023-02,AG-E1537,AG-P052,Mid-market,1,594045,284,4,0
2023-03,AG-E1537,AG-P052,Mid-market,1,595114,271,4,0
2023-04,AG-E1537,AG-P052,Mid-market,1,596185,264,1,0
2023-05,AG-E1537,AG-P052,Mid-market,1,615176,295,3,0
2023-06,AG-E1537,AG-P052,Mid-market,1,616283,300,1,0
2023-07,AG-E1537,AG-P052,Mid-market,1,617392,293,2,0
2023-08,AG-E1537,AG-P052,Mid-market,1,618503,280,1,0
2023-09,AG-E1537,AG-P052,Mid-market,1,619616,286,1,0
2023-10,AG-E1537,AG-P052,Mid-market,1,620731,276,4,0
2023-11,AG-E1537,AG-P052,Mid-market,1,621848,300,5,0
2023-12,AG-E1537,AG-P052,Mid-market,1,622967,300,2,3737
2024-01,AG-E1537,AG-P052,Mid-market,1,624088,267,4,0
2024-02,AG-E1537,AG-P052,Mid-market,1,625211,275,0,0
2024-03,AG-E1537,AG-P052,Mid-market,1,626336,286,2,0
2024-04,AG-E1537,AG-P052,Mid-market,1,627463,286,6,0
2024-05,AG-E1537,AG-P052,Mid-market,1,647450,284,2,0
2024-06,AG-E1537,AG-P052,Mid-market,1,648615,275,5,0
2024-07,AG-E1537,AG-P052,Mid-market,1,649783,296,4,0
2024-08,AG-E1537,AG-P052,Mid-market,1,650953,287,6,0
2024-09,AG-E1537,AG-P052,Mid-market,1,652125,287,0,0
2024-10,AG-E1537,AG-P052,Mid-market,1,653299,278,1,0
2024-11,AG-E1537,AG-P052,Mid-market,1,654475,302,5,0
2024-12,AG-E1537,AG-P052,Mid-market,1,655653,269,1,0
2025-01,AG-E1537,AG-P052,Mid-market,1,656833,306,3,0
2025-02,AG-E1537,AG-P052,Mid-market,1,658015,289,3,0
2025-03,AG-E1537,AG-P052,Mid-market,1,659199,300,3,0
2025-04,AG-E1537,AG-P052,Mid-market,1,660386,311,5,0
2025-05,AG-E1537,AG-P052,Mid-market,1,681422,340,2,0
2025-06,AG-E1537,AG-P052,Mid-market,1,682649,322,2,0
2025-07,AG-E1537,AG-P052,Mid-market,1,683878,313,2,0
2025-08,AG-E1537,AG-P052,Mid-market,1,685109,317,1,0
2025-09,AG-E1537,AG-P052,Mid-market,1,686342,317,3,0
2025-10,AG-E1537,AG-P052,Mid-market,1,687577,307,2,0
2025-11,AG-E1537,AG-P052,Mid-market,1,688815,327,6,4132
2025-12,AG-E1537,AG-P052,Mid-market,1,690055,314,6,0
2026-01,AG-E1537,AG-P052,Mid-market,1,691297,299,2,0
2026-02,AG-E1537,AG-P052,Mid-market,1,692541,305,2,0
2026-03,AG-E1537,AG-P052,Mid-market,1,693788,301,3,0
2026-04,AG-E1537,AG-P052,Mid-market,1,695037,318,1,0
2026-05,AG-E1537,AG-P052,Mid-market,1,717177,324,5,0
2026-06,AG-E1537,AG-P052,Mid-market,1,718468,332,3,0
2026-07,AG-E1537,AG-P052,Mid-market,1,719761,334,4,0
2022-03,AG-E1538,AG-P084,Upper mid-market,1,165850,75,1,0
2022-04,AG-E1538,AG-P084,Upper mid-market,1,166187,78,1,0
2022-05,AG-E1538,AG-P084,Upper mid-market,1,166525,78,2,0
2022-06,AG-E1538,AG-P084,Upper mid-market,1,166863,74,2,0
2022-07,AG-E1538,AG-P084,Upper mid-market,1,167202,76,1,0
2022-08,AG-E1538,AG-P084,Upper mid-market,1,167542,80,4,0
2022-09,AG-E1538,AG-P084,Upper mid-market,1,167883,76,1,0
2022-10,AG-E1538,AG-P084,Upper mid-market,1,168224,75,4,0
2022-11,AG-E1538,AG-P084,Upper mid-market,1,168566,74,3,0
2022-12,AG-E1538,AG-P084,Upper mid-market,1,168909,75,1,0
2023-01,AG-E1538,AG-P084,Upper mid-market,1,169252,78,0,0
2023-02,AG-E1538,AG-P084,Upper mid-market,1,169596,78,2,0
2023-03,AG-E1538,AG-P084,Upper mid-market,1,175039,77,6,0
2023-04,AG-E1538,AG-P084,Upper mid-market,1,175395,82,0,0
2023-05,AG-E1538,AG-P084,Upper mid-market,1,175752,78,2,0
2023-06,AG-E1538,AG-P084,Upper mid-market,1,176109,80,3,0
2023-07,AG-E1538,AG-P084,Upper mid-market,1,176467,79,3,0
2023-08,AG-E1538,AG-P084,Upper mid-market,1,176826,82,1,0
2023-09,AG-E1538,AG-P084,Upper mid-market,1,177185,78,4,0
2023-10,AG-E1538,AG-P084,Upper mid-market,1,177545,78,7,0
2023-11,AG-E1538,AG-P084,Upper mid-market,1,177906,82,0,1067
2023-12,AG-E1538,AG-P084,Upper mid-market,1,178268,87,3,0
2024-01,AG-E1538,AG-P084,Upper mid-market,1,178630,81,1,0
2024-02,AG-E1538,AG-P084,Upper mid-market,1,178993,78,1,0
2024-03,AG-E1538,AG-P084,Upper mid-market,1,184738,84,1,0
2024-04,AG-E1538,AG-P084,Upper mid-market,1,185114,81,4,0
2024-05,AG-E1538,AG-P084,Upper mid-market,1,185490,79,2,0
2024-06,AG-E1538,AG-P084,Upper mid-market,1,185867,82,4,0
2024-07,AG-E1538,AG-P084,Upper mid-market,1,186245,84,5,0
2024-08,AG-E1538,AG-P084,Upper mid-market,1,186624,86,4,0
2024-09,AG-E1538,AG-P084,Upper mid-market,1,187003,84,0,0
